Ua(V),Ub(V),Uc(V), Ia(A), Ib(A),   Ic(A)
-82.719,35.642,47.015,-72.682,27.097,45.306
84.764,-50.434,-34.161,83.827,-54.842,-28.542
20.26,59.289,-79.86,23.368,57.176,-80.668
33.715,48.879,-82.843,25.481,47.077,-72.496
-42.885,85.207,-42.377,-48.788,85.32,-36.107
75.417,-72.768,-3.01,71.911,-73.848,1.8962
-78.897,58.823,19.732,-72.03,48.817,23.119
48.222,36.377,-84.445,43.758,40.697,-84.612
84.056,-50.478,-33.208,78.481,-53.294,-24.999
7.7486,68.379,-76.351,2.0569,68.359,-70.633
33.436,49.501,-83.154,25.667,47.792,-73.397
6.0091,-75.78,69.724,10.031,-76.334,66.298
-64.214,-15.946,80.352,-62.47,-16.038,78.781
19.799,59.737,-80.079,11.361,57.5,-69.11
23.057,57.891,-81.6,16.345,54.535,-71.501
13.68,66.418,-79.96,8.0316,70.784,-79.179
-78.601,66.598,11.939,-82.007,62.46,18.971
23.397,59.54,-83.145,18.371,61.291,-80.336
77.518,-67.973,-9.1332,81.249,-64.581,-16.509
77.399,-70.188,-7.0865,77.038,-69.454,-6.6987
-53.199,81.414,-28.153,-42.789,73.055,-30.173
-46.673,-35.644,82.831,-45.222,-27.976,73.604
22.898,58.849,-81.821,24.208,54.146,-78.423
13.412,64.297,-77.994,12.089,59.206,-71.302
-43.699,84.953,-40.955,-49.892,84.914,-35.047
-14.566,-65.789,80.364,-9.0423,-70.372,79.793
79.612,-18.458,-61.154,81.072,-21.628,-59.227
-78.088,69.489,8.5891,-75.191,70.053,5.2076
-77.701,8.7211,68.971,-78.521,12.187,65.829
-9.8815,77.126,-66.933,-3.8843,66.716,-62.77
-45.617,-36.854,82.999,-44.405,-28.402,73.148
-84.225,41.368,42.329,-78.992,39.966,38.988
-67.905,76.954,-8.7923,-68.422,71.614,-2.8796
-14.183,79.625,-65.547,-17.814,79.423,-61.757
65.3,-80.463,15.064,66.439,-77.216,10.536
67.974,10.755,-78.829,67.642,10.546,-78.533
34.224,-84.894,49.739,28.292,-84.195,55.823
51.728,32.195,-84.23,57.131,25.618,-83.282
-85.268,43.471,41.463,-82.252,38.861,43.067
-28.244,-54.462,83.041,-34.464,-44.238,79.019
83.651,-47.761,-35.859,82.129,-51.863,-29.986
79.625,-65.547,-14.183,79.423,-61.757,-17.814
82.376,-60.807,-20.945,83.107,-66.152,-16.213
-70.467,-1.4585,72.014,-64.023,-1.4241,65.471
19.708,-81.115,61.377,23.442,-81.101,57.779
-81.053,19.522,61.47,-81.101,23.411,57.841
82.994,-56.63,-26.328,81.455,-55.086,-26.46
51.615,31.818,-83.898,42.181,37.217,-79.462
-41.422,83.558,-41.763,-31.54,80.357,-48.6
-37.194,-46.871,84.405,-41.933,-37.087,79.589
-54.069,-26.724,81.196,-44.125,-29.179,73.428
34.221,47.561,-82.42,25.824,45.981,-72.18
40.243,44.94,-85.273,36.551,46.697,-83.557
-52.721,85.093,-31.874,-55.114,83.265,-27.856
-46.678,-38.261,85.124,-43.028,-41.126,83.949
-0.72927,-72.299,72.965,3.576,-72.528,69.055
-56.677,-23.78,80.617,-48.642,-23.608,72.591
-79.332,17.495,61.806,-80.451,21.037,59.227
-44.854,-39.539,84.665,-45.056,-35.38,80.697
-60.704,82.29,-21.671,-56.91,82.143,-24.833
-8.7601,-68.207,77.386,-16.097,-65.032,81.303
-9.0425,-66.25,75.541,-13.331,-56.244,69.544
77.202,-7.6873,-69.397,80.67,-15.021,-65.305
-7.0214,75.083,-67.745,-15.412,73.323,-57.782
-74.547,70.01,4.4436,-76.66,69.264,7.5199
-60.297,82.621,-22.132,-59.603,81.719,-21.607
-56.724,82.485,-25.713,-53.671,79.372,-25.568
-46.207,-36.854,83.434,-43.473,-37.444,81.072
68.913,-78.666,9.667,67.931,-75.431,7.3013
-9.866,-68.402,78.614,-3.8318,-73.132,77.19
-3.6357,74.143,-70.445,-7.4888,76.722,-69.326
73.981,0.085521,-73.78,69.345,7.3217,-76.98
53.925,-83.454,28.812,56.016,-77.69,21.201
-74.129,0.22546,73.703,-69.936,-6.2957,76.684
-83.336,23.622,59.37,-83.134,23.181,59.908
22.238,-82.454,60.323,25.152,-81.933,56.412
69.754,-76.852,6.98,65.399,-79.784,14.182
33.524,-84.694,50.978,27.982,-84.084,55.659
-85.349,43.195,41.8,-83.6,38.888,44.663
-52.095,-29.256,81.819,-50.19,-20.697,71.041
62.982,18.818,-81.724,67.892,13.762,-82.001
53.074,28.402,-81.538,46.394,28.495,-75.137
80.456,-14.608,-65.409,80.588,-9.6767,-70.342
-24.653,83.2,-57.908,-20.239,84.024,-63.051
62.335,-79.052,16.283,59.973,-79.177,19.111
82.232,-57.548,-24.643,82.251,-54.08,-28.043
58.449,24.578,-83.178,63.866,18.901,-83.143
84.851,-39.85,-44.73,82.753,-37.805,-45.087
78.746,-68.153,-10.224,77.61,-72.961,-4.4303
5.6023,70.595,-76.255,9.6039,66.989,-76.792
-67.027,-11.547,78.428,-62.575,-15.509,78.284
-81.821,57.276,23.812,-75.068,53.067,21.772
-80.109,22.995,57.083,-72.496,25.667,46.766
41.717,-85.013,43.154,37.123,-82.053,44.526
-80.837,19.899,60.564,-84.18,26.232,57.547
75.525,-67.188,-8.0651,64.649,-65.285,0.6013
-70.188,77.399,-7.0865,-69.454,77.038,-6.6987
-44.823,84.789,-39.694,-45.274,81.226,-36.095
-84.497,30.035,54.313,-81.941,25.952,55.713
-79.335,66.231,12.723,-79.722,62.117,17.314
-18.122,80.86,-62.475,-22.972,81.338,-58.386
-13.272,-66.333,79.824,-12.65,-63.341,76.045
81.098,-63.903,-16.941,80.252,-63.716,-16.229
-80.992,64.577,15.876,-81.443,69.673,11.138
78.458,-68.611,-9.4772,76.739,-73.474,-3.1168
-82.232,57.331,24.891,-82.345,53.925,28.292
-66.798,74.861,-7.8951,-60.13,68.762,-8.5127
-42.908,85.065,-41.624,-39.64,83.13,-43.495
23.654,56.709,-80.554,23.291,48.611,-72.117
58.605,22.108,-81.202,48.7,29.116,-78.007
-73.336,74.402,-1.275,-69.314,77.664,-7.7025
-31.076,84.173,-52.696,-27.811,82.366,-54.43
-24.332,82.232,-57.86,-28.261,83.029,-54.578
-21.663,-60.758,82.821,-17.472,-62.637,80.468
1.5313,73.462,-75.124,4.8345,69.999,-74.663
-56.648,-24.735,81.725,-53.478,-17.122,70.6
-40.148,-42.82,82.937,-30.981,-42.105,73.304
83.297,-53.899,-29.25,80.167,-53.98,-26.053
-81.875,21.075,60.701,-81.766,20.718,60.85
-38.19,-44.56,82.719,-38.439,-34.803,73.428
-75.78,6.0091,69.724,-76.334,10.031,66.298
83.67,-57.878,-25.302,83.314,-57.392,-25.586
-15.466,-62.939,78.688,-8.5132,-61.14,69.712
23.21,57.12,-80.585,22.848,49.18,-72.18
20.945,-81.141,60.62,25.525,-83.858,58.141
46.626,-85.263,38.354,46.71,-84.098,37.638
82.294,-20.044,-62.041,80.231,-16.131,-64.045
-70.44,76.1,-5.6957,-66.802,76.636,-9.7283
74.484,-68.643,-5.6555,69.078,-58.543,-10.348
75.786,-71.907,-4.1196,71.811,-74.413,2.9856
-33.895,-49.306,83.75,-31.329,-46.675,77.79
51.102,33.661,-85.015,51.234,33.93,-85.03
69.503,-77.927,8.2676,67.428,-75.548,8.537
43.154,-85.013,41.717,44.526,-82.053,37.123
-19.335,81.022,-61.719,-22.882,80.853,-58.059
14.512,-77.374,62.521,18.458,-70.849,52.422
-72.123,71.843,0.34181,-67.648,61.775,5.8108
12.493,64.993,-77.678,10.949,59.997,-70.985
23.15,-80.264,56.99,26.133,-72.993,46.704
-3.3571,75.745,-72.145,-1.0881,72.845,-71.453
-42.796,-42.419,85.411,-45.502,-39.012,84.875
51.117,31.043,-82.408,48.724,22.902,-71.905
-84.518,46.715,37.651,-84.362,41.451,43.408
56.413,25.332,-82.073,53.195,31.121,-84.926
-50.402,82.812,-32.006,-47.605,81.228,-33.529
-74.733,69.606,4.9408,-64.075,65.224,-1.0876
43.691,-85.716,41.619,46.628,-84.54,38.054
-42.519,85.191,-42.758,-48.422,85.312,-36.543
-71.848,76.274,-4.3574,-72.936,73.33,-0.46621
-40.148,-42.82,82.937,-30.981,-42.105,73.304
-83.422,53.651,29.654,-81.756,51.796,30.095
-51.925,-31.136,83.278,-56.026,-24.642,81.01
68.549,-75.323,6.5877,64.23,-64.416,0.1243
72.159,2.8238,-75.227,68.957,7.7402,-76.769
-17.712,78.524,-60.781,-21.037,71.688,-50.62
27.959,55.93,-84.107,22.848,57.997,-81.269
83.877,-44.784,-38.81,78.707,-42.814,-35.728
-1.9892,75.192,-73.109,-1.8694,75.197,-72.439
82.978,-27.453,-55.221,79.241,-33.8,-45.156
84.405,-46.303,-37.636,79.114,-49.845,-29.081
7.8818,70.185,-77.838,2.8288,71.455,-74.118
64.852,-78.711,13.269,60.688,-69.264,8.2035
15.067,-80.713,65.114,9.7855,-80.712,70.342
82.736,-44.88,-37.7,73.794,-36.996,-36.519
61.482,20.542,-82.263,62.366,16.628,-79.205
51.8,-82.75,30.701,50.06,-74.267,23.834
-46.377,84.641,-38.168,-45.484,83.809,-38.323
49.874,-82.781,32.41,47.916,-72.496,24.269
-13.219,-66.792,79.918,-8.1132,-68.875,76.729
84.983,-41.839,-43.078,85.213,-42.655,-42.467
70.874,6.3934,-77.468,71.714,2.7359,-74.221
82.178,-57.94,-23.997,78.983,-57.911,-21.296
77.554,-6.7452,-70.71,77.6,-6.8708,-70.539
-85.17,43.296,41.745,-83.725,42.28,41.655
0.81633,73.608,-74.138,8.231,68.778,-77.516
9.2885,69.116,-78.126,3.0245,72.354,-75.798
-83.735,51.946,31.84,-82.543,47.094,35.401
12.24,64.614,-77.239,20.349,54.617,-75.032
77.488,-10.785,-66.585,75.891,-12.563,-63.64
-51.009,-33.07,84.206,-49.93,-33.868,83.716
-60.758,82.821,-21.663,-62.637,80.468,-17.472
84.405,-37.636,-46.303,79.114,-29.081,-49.845
31.346,53.156,-85,27.421,55.456,-83.172
26.985,-82.68,55.731,30.677,-82.357,51.508
64.23,-77.001,12.74,54.224,-71.346,17.06
-4.7543,74.671,-69.761,0.77685,64.51,-65.1
-79.522,65.796,13.405,-79.815,62.117,17.377
-76.881,5.7843,70.757,-73.373,-1.4224,74.741
-74.698,73.481,1.0863,-71.703,74.511,-2.1763
70.561,-75.02,4.2696,70.099,-70.665,0.34808
-77.773,65.729,11.765,-76.144,61.203,15.031
26.506,-81.196,54.317,28.712,-73.055,44.249
-27.453,82.978,-55.221,-33.8,79.241,-45.156
76.088,-71.679,-4.4692,78.055,-69.03,-8.3942
-73.925,2.921,70.538,-64.758,-1.243,66.312
67.081,8.339,-75.622,61.642,7.0886,-69.055
81.321,-19.67,-61.402,78.244,-14.108,-63.981
26.179,56.716,-83.17,22.423,58.208,-80.936
-18.76,-62.944,81.452,-21.864,-59.106,81.169
-45.617,82.999,-36.854,-44.405,73.148,-28.402
-58.889,81.361,-21.95,-49.301,78.386,-28.736
50.69,-84.756,33.889,55.791,-84.239,27.951
14.889,-80.562,65.525,12.45,-77.269,64.449
-9.1246,-68.878,77.919,-12.933,-65.58,78.677
18.961,-80.113,60.692,16.994,-73.201,56.01
-28.13,82.753,-54.714,-33.549,84.58,-51.058
47.117,36.845,-84.035,43.101,36.232,-79.499
-37.7,82.736,-44.88,-36.519,73.794,-36.996
-60.66,81.932,-20.685,-56.738,80.823,-23.926
-85.187,31.843,52.815,-83.421,27.794,55.238
84.502,-51.736,-32.382,84.308,-57.776,-25.984
78.176,-8.2365,-69.783,78.066,-8.3189,-69.955
72.531,2.2653,-75.165,69.61,7.2739,-77.018
-61.354,81.344,-19.514,-61.962,76.04,-14.146
52.628,-85.218,32.029,55.083,-83.638,28.167
-7.717,76.383,-68.537,-2.0569,70.728,-68.548
63.783,16.653,-79.991,60.808,22.431,-83.501
67.974,-78.798,10.693,67.237,-78.408,11.077
-82.077,60.581,21.383,-81.929,66.01,15.631
83.304,-27.849,-55.298,83.653,-29.163,-54.469
47.34,-85.349,37.671,50.133,-83.32,32.795
84.095,-29.007,-55.249,82.739,-31.642,-50.794
43.878,-85.716,41.464,46.659,-84.446,37.929
85.515,-40.42,-44.657,82.469,-42.091,-40.156
-50.822,-33.63,84.766,-48.426,-32.247,80.926
-84.269,28.657,55.329,-84.253,28.945,55.29
-33.311,-48.848,82.191,-34.554,-38.749,73.366
71.315,-72.931,1.8955,66.188,-67.368,1.3051
24.828,55.219,-80.264,27.469,45.057,-72.589
83.039,-22.098,-60.51,80.592,-18.094,-62.295
-14.587,-65.143,79.687,-18.187,-61.229,79.392
83.877,-47.117,-36.719,79.34,-43.133,-36.074
83.176,-23.366,-59.665,80.336,-18.465,-61.384
-41.683,-43.203,85.077,-40.501,-42.654,82.699
-29.391,-53.876,83.349,-33.142,-50.599,84.054
-70.678,77.336,-6.5276,-70.321,76.102,-5.7516
-76.173,4.2605,71.612,-72.486,-2.8603,75.464
57.083,22.995,-80.109,46.766,25.667,-72.496
78.105,-68.535,-9.6832,79.423,-65.176,-13.866
84.175,-50.978,-33.07,83.248,-49.775,-33.369
27.4,-83.585,55.933,21.476,-83.585,61.368
79.674,-57.984,-21.317,72.185,-47.854,-24.207
-84.774,47.406,37.123,-84.075,53.321,30.523
-43.722,85.591,-41.557,-46.939,84.446,-37.805
-49.361,-35.187,84.976,-48.158,-36.288,84.467
82.502,-32.131,-50.06,80.264,-40.707,-39.402
-85.081,42.659,41.974,-83.13,39.383,43.837
-0.5831,74.084,-73.694,-7.5393,77.275,-69.283
-74.216,0.069955,74.403,-70.816,-3.3355,74.025
-66.519,-13.489,80.197,-66.71,-13.647,80.398
-52.372,-31.674,84.113,-51.191,-31.046,81.952
83.39,-25.302,-57.436,79.747,-20.98,-58.485
16.066,63.351,-79.702,19.334,58.323,-77.79
81.948,-57.143,-24.345,84.88,-54.524,-29.839
74.035,0.43517,-74.539,73.188,1.1857,-74.74
9.1866,-77.794,68.598,13.12,-78.459,65.145
-16.404,79.96,-63.931,-22.361,83.47,-60.777
-81.942,55.187,26.475,-70.942,52.08,18.551
-80.6,17.312,63.194,-80.564,16.762,63.205
1.8649,72.923,-74.85,2.0564,69.485,-72.14
22.287,60.266,-82.683,23.286,58.045,-81.75
17.656,63.303,-81.334,13.866,64.474,-78.745
-61.346,81.022,-19.739,-57.562,80.728,-23.348
46.018,38.332,-84.785,47.724,33.543,-81.583
-13.473,79.237,-65.153,-7.4363,73.292,-65.795
-75.603,66.032,9.3222,-69.575,55.964,13.735
83.589,-38.594,-44.778,82.253,-34.585,-47.605
33.886,-84.409,50.247,37.769,-83.98,46.013
55.731,-82.68,26.985,51.508,-82.357,30.677
-62.583,-16.594,79.55,-59.072,-9.5087,68.58
23.428,-82.074,58.379,27.946,-82.644,54.842
-58.353,82.312,-23.341,-60.067,76.203,-16.17
75.262,-2.7617,-72.799,71.755,2.1138,-73.755
60.603,-83.164,22.16,62.139,-80.686,18.343
-35.094,-49.455,84.945,-35.633,-48.718,84.404
-72.862,75.076,-2.5135,-73.848,71.382,2.3003
-61.29,80.587,-18.913,-55.886,79.783,-23.638
29.266,53.196,-82.928,26.614,49.681,-76.555
10.291,68.464,-78.904,13.412,64.948,-78.603
83.687,-51.207,-32.386,79.182,-46.962,-32.372
-33.788,84.748,-50.791,-28.044,84.138,-55.581
-53.191,83.535,-30.229,-49.512,84.023,-34.385
-80.798,62.506,18.029,-81.152,58.666,22.63
-38.323,-46.47,85.139,-37.918,-45.118,82.636
-66.683,-12.903,79.348,-71.802,-7.1119,78.743
-82.098,49.967,31.758,-73.739,40.241,33.436
-46.842,85.504,-38.478,-49.481,84.782,-34.971
22.99,-82.811,59.362,19.618,-80.487,60.455
-84.963,45.068,39.881,-83.526,41.524,41.722
-38.685,-45.798,84.712,-44.364,-40.744,84.766
51.267,32.134,-83.834,41.675,37.597,-79.399
72.249,-75.498,3.5055,74.724,-71.383,-3.6931
78.089,-61.713,-16.003,71.097,-51.334,-19.608
-84.468,42.57,41.622,-79.367,33.543,45.541
84.634,-30.493,-53.682,84.124,-30.89,-53.163
-22.964,-57.704,80.792,-27.003,-54.255,81.445
-76.002,3.9262,71.806,-72.339,-3.3655,75.892
-59.672,81.376,-21.787,-55.176,81.113,-25.859
-51.117,-30.111,81.383,-41.049,-32.193,73.335
-9.1246,-68.878,77.919,-12.933,-65.58,78.677
-84.284,26.598,57.221,-81.68,22.82,58.627
-81.062,17.023,64.063,-80.852,20.193,60.275
-7.4325,-70.119,77.627,-3.552,-70.334,73.894
36.664,-84.666,47.85,39.939,-83.258,43.177
-16.527,-63.613,80.073,-20.638,-58.782,79.683
-69.851,72.932,-3.2577,-68.07,62.497,5.475
44.405,-82.595,38.128,34.741,-73.335,38.501
35.455,-82.75,47.201,26.786,-72.651,45.555
46.829,-82.16,35.207,37.289,-73.459,36.077
70.564,7.0762,-77.873,71.869,3.4199,-74.874
41.216,44.095,-85.747,37.525,47.063,-84.384
41.306,-84.405,42.823,45.477,-79.526,33.954
-66.395,-9.8679,76.569,-64.336,-3.323,67.75
18.707,61.496,-80.948,19.701,55.809,-76.194
38.873,45.638,-84.889,34.462,47.276,-81.935
85.087,-40.223,-44.756,83.464,-42.095,-41.058
85.058,-41.834,-42.69,83.014,-43.69,-39.352
-13.853,77.739,-63.7,-5.0636,66.705,-61.709
61.131,21.477,-83.039,63.227,17.41,-80.81
-68.798,74.951,-5.9351,-58.512,75.044,-16.314
-69.249,-4.839,73.912,-67.469,1.8988,65.408
-58.792,-20.602,79.674,-50.651,-27.283,78.12
-79.512,67.446,11.967,-79.316,65.087,13.835
-34.158,-47.561,82.293,-25.634,-45.855,71.832
-76.05,5.2712,71.105,-79.622,12.211,66.772
-8.2365,78.176,-69.783,-8.3189,78.066,-69.955
83.845,-38.493,-45.068,78.454,-35.285,-43.131
79.625,-14.183,-65.547,79.423,-17.814,-61.757
72.862,-75.262,2.6997,73.817,-71.6,-2.176
81.507,-52.981,-28.495,73.49,-44.653,-28.93
1.8955,-72.931,71.315,1.3051,-67.368,66.188
-1.4605,73.397,-71.905,3.4803,71.253,-74.64
38.385,46.563,-85.294,37.918,46.928,-84.533
55.525,28.424,-84.232,57.655,23.345,-81.393
-80.079,59.737,19.799,-69.11,57.5,11.361
-18.25,-63.324,81.654,-12.969,-68.227,81.527
52.97,31.595,-85.062,55.425,27.483,-83.327
-49.361,-35.156,84.914,-47.505,-35.103,83.158
3.7732,-73.218,69.516,3.7975,-67.029,63.098
-39.788,-45.192,85.087,-41.66,-41.679,83.619
21.295,-81.204,60.371,25.564,-83.649,58.071
-51.635,-32.568,83.901,-47.358,-37.316,84.776
75.102,-72.624,-2.0791,76.863,-69.983,-6.8698
-42.978,85.287,-42.142,-38.39,83.787,-44.912
-27.391,82.636,-55.351,-32.989,84.844,-51.75
-84.541,53.775,30.493,-84.56,53.132,31.514
9.2885,-78.126,69.116,3.0245,-75.798,72.354
-36.308,-47.466,83.877,-35.726,-43.545,79.404
-78.366,67.492,10.893,-78.191,63.445,14.826
64.665,-78.742,13.486,60.936,-67.524,6.4634
-20.074,-60.253,80.637,-12.647,-56.959,69.668
-83.473,58.192,25.117,-80.293,58.884,21.259
83.651,-35.859,-47.761,82.129,-29.986,-51.863
-65.151,-11.734,77.271,-55.662,-19.748,75.57
-55.645,-27.452,82.657,-52.458,-31.657,83.967
36.466,-84.003,47.498,35.599,-79.435,43.639
-75.323,69.264,5.9041,-67.462,67.493,-0.21752
-47.388,82.906,-35.487,-45.648,72.806,-26.879
-21.596,80.917,-59.01,-14.077,69.948,-55.747
77.655,-6.89,-70.533,74.376,-3.109,-71.496
-30.307,-53.806,84.572,-29.58,-53.194,83.345
-49.905,-32.317,82.781,-48.04,-24.02,72.371
-82.595,35.207,47.295,-79.083,37.32,41.67
-84.631,50.632,34.053,-83.081,46.253,36.328
27.073,-82.693,55.252,33.483,-78.956,45.251
-9.0397,78.094,-69.233,-2.2081,75.744,-73.201
66.388,13.716,-80.073,68.315,8.9836,-77.103
-64.214,80.352,-15.946,-62.47,78.781,-16.038
-47.029,85.349,-38.168,-49.76,83.507,-33.354
-84.665,36.751,47.434,-81.451,32.344,48.671
61.309,18.458,-80.451,57.798,11.218,-69.171
74.542,-73.388,-1.0242,71.455,-74.418,2.3317
15.848,-78.897,62.583,19.701,-79.674,59.569
14.76,64.665,-79.798,7.3645,68.052,-75.572
27.615,55.359,-83.542,24.056,57.191,-81.614
74.819,-1.4299,-73.383,72.951,-0.55961,-72.752
-25.866,82.253,-56.85,-29.745,84.123,-54.448
76.553,-71.835,-4.6626,75.93,-71.351,-4.5243
-57.175,82.356,-25.139,-53.77,83.308,-29.566
6.3934,-77.468,70.874,2.7359,-74.221,71.714
78.798,-10.631,-68.005,78.626,-10.141,-68.109
-53.775,-30.338,84.572,-53.101,-30.828,84.093
-22.223,81.563,-59.424,-25.952,82.139,-56.357
-44.823,-39.694,84.789,-45.274,-36.095,81.226
-32.276,-51.573,83.828,-35.929,-46.721,82.45
82.636,-55.351,-27.391,84.844,-51.75,-32.989
16.78,62.49,-79.55,9.3222,59.041,-68.425
8.2035,-76.566,67.804,3.6667,-67.337,63.671
-2.8464,74.068,-71.131,2.1834,68.386,-70.764
-83.133,60.758,21.942,-80.686,62.543,18.001
-18.494,-63.275,81.749,-13.709,-65.332,79.372
34.783,49.206,-84.137,34.789,44.931,-79.606
61.868,-78.089,15.91,51.552,-71.222,19.483
-1.0565,72.434,-71.315,4.2882,62.086,-66.219
-54.462,83.041,-28.244,-44.238,79.019,-34.464
70.846,-74.132,3.0994,70.384,-68.671,-1.6455
83.411,-29.95,-53.378,83.091,-33.328,-49.636
16.604,-79.828,62.876,19.461,-77.695,58.07
-22.658,82.061,-59.184,-23.773,82.561,-58.511
-74.734,66.735,7.8,-68.383,60.004,8.2595
6.1672,-75.59,69.217,10.822,-75.068,64.336
-20.142,82.365,-61.764,-19.907,81.849,-61.495
50.837,33.203,-84.346,47.194,36.712,-84.073
54.055,-83.67,29.499,54.23,-83.75,29.566
6.0692,-76.38,70.316,10.226,-76.978,66.522
-65.3,80.68,-15.313,-66.066,77.309,-10.847
-19.261,79.763,-60.022,-10.729,68.541,-57.88
3.1703,72.487,-75.658,3.3338,69.706,-72.563
83.297,-53.775,-29.343,80.105,-53.668,-26.395
53.945,27.811,-82.346,51.117,20.012,-71.377
84.743,-36.447,-47.935,84.191,-30.127,-53.741
-49.812,-33.405,83.465,-54.815,-25.046,80.078
-5.4707,76.84,-71.176,-5.1172,76.667,-71.318
-85.373,45.809,39.285,-84.384,42.251,42.12
57.984,21.472,-79.829,48.04,24.331,-72.496
54.317,-81.196,26.506,44.249,-73.055,28.712
82.139,-57.704,-24.425,82.22,-54.36,-27.794
74.092,-1.5624,-73.08,69.929,5.7828,-75.993
78.203,-10.822,-67.662,82.125,-18.39,-63.211
-26.947,82.946,-55.663,-33.103,79.431,-45.915
35.062,-84.696,49.392,32.419,-81.226,48.686
69.843,-78.211,8.5335,70.833,-74.429,3.9167
82.067,-29.955,-51.956,81.725,-33.56,-48.009
56.708,-82.003,24.951,53.428,-84.856,30.849
-84.751,47.756,36.743,-84.012,53.764,30.064
-57.909,82.178,-24.028,-57.911,79.263,-21.017
-56.244,-26.675,82.486,-53.282,-31.113,84.301
10.907,-76.535,65.318,14.791,-71.191,56.244
20.945,-81.141,60.62,25.525,-83.858,58.141
-64.266,-15.181,79.934,-60.472,-18.735,79.652
36.377,48.222,-84.445,40.697,43.758,-84.612
3.0763,70.569,-74.143,3.9464,63.422,-67.555
-81.821,23.812,57.276,-75.068,21.772,53.067
-80.389,25.077,55.032,-72.589,26.941,45.461
57.17,25.555,-83.573,62.523,21.297,-84.452
84.148,-48.692,-34.885,84.553,-43.852,-40.386
-83.367,56.71,26.381,-83.593,62.34,20.543
-78.828,66.582,12.122,-75.385,63.485,11.341
21.317,58.792,-80.513,25.077,55.219,-80.668
81.234,-61.769,-18.945,75.127,-62.757,-12.183
-73.925,2.921,70.538,-64.758,-1.243,66.312
-28.6,81.597,-52.976,-27.943,73.382,-45.003
-73.627,69.756,3.9851,-63.509,68.291,-4.6838
-77.581,64.207,13.031,-66.452,62.152,4.2091
64.312,16.657,-80.992,60.703,19.836,-80.891
72.806,-0.093222,-72.775,71.315,4.4747,-75.883
-22.119,-59.765,81.445,-25.556,-57.854,83.439
-64.245,-15.853,80.321,-62.376,-15.913,78.284
-75.622,67.081,8.339,-69.055,61.642,7.0886
-36.232,83.03,-46.642,-42.167,80.917,-38.78
25.969,-83.116,56.887,22.198,-80.913,58.379
-83.877,52.38,31.437,-79.688,48.26,31.359
-48.114,-36.834,85.015,-48.262,-35.914,83.756
-1.9665,-72.77,74.877,-9.4544,-68.204,77.67
72.519,-75.728,3.5375,73.257,-72.968,-0.27977
-82.439,27.718,54.131,-72.154,20.229,51.428
-5.6928,75.337,-69.598,-8.354,74.308,-66.203
-80.562,14.889,65.525,-77.269,12.45,64.449
81.019,-63.776,-17.279,81.005,-69.291,-11.721
-8.9073,77.856,-69.002,-12.622,78.677,-65.86
-51.11,-33.4,84.717,-56.164,-27.5,84.076
82.093,-18.587,-63.162,81.828,-18.383,-63.341
45.639,38.237,-84.31,49.244,29.809,-79.367
43.994,38.366,-82.515,35.414,37.057,-72.844
39.912,44.636,-84.665,39.235,40.532,-79.793
-81.563,22.067,59.517,-81.828,25.89,55.86
-80.281,17.885,62.455,-83.251,23.9,58.745
70.942,-72.775,1.9887,61.06,-68.145,7.0849
-61.046,-19.191,80.65,-57.804,-25.595,83.783
-84.665,39.912,44.636,-79.793,39.235,40.532
-46.895,-34.949,82.42,-45.317,-26.584,72.306
84.767,-48.269,-36.136,84.16,-54.083,-29.777
15.531,-80.587,64.958,11.096,-77.433,66.097
-81.977,28.908,52.444,-71.8,20.697,50.791
7.6175,-77.093,69.73,1.1348,-74.989,74.251
-81.942,26.63,54.939,-81.414,30.39,50.899
39.124,43.312,-82.641,30.666,41.772,-72.813
17.961,60.719,-78.742,21.628,50.495,-72.247
13.157,-79.918,66.855,7.9889,-76.636,68.72
32.863,50.897,-83.725,38.409,46.534,-84.619
69.955,-76.891,7.2133,74.43,-74.413,0.33422
-11.885,78.632,-66.73,-18.893,81.929,-62.538
0.80923,-74.176,73.326,5.0662,-75.175,69.475
-72.176,75.776,-3.326,-72.264,73.063,-0.5907
22.36,-81.631,59.102,23.67,-78.296,54.494
50.216,-83.558,32.845,53.168,-81.445,27.842
-80.073,63.986,16.185,-79.59,59.497,20.078
-74.539,0.43517,74.035,-74.74,1.1857,73.188
77.554,-70.71,-6.7452,77.6,-70.539,-6.8708
84.5,-42.255,-42.064,79.431,-46.205,-33.005
33.568,51.102,-84.952,33.681,51.141,-84.657
60.619,-82.059,21.305,62.265,-79.957,17.393
-61.073,-17.439,78.561,-53.832,-17.405,71.167
82.994,-26.421,-56.505,81.797,-26.709,-55.148
84.914,-49.361,-35.156,83.158,-47.505,-35.103
65.835,14.209,-80.195,67.106,10.322,-77.569
-70.223,76.224,-6.007,-66.771,77.04,-9.9769
-18.805,-63.12,81.904,-15.201,-64.959,80.553
81.488,-22.551,-58.51,78.323,-29.495,-48.637
76.97,-66.374,-10.254,77.965,-64.168,-13.393
80.811,-15.045,-65.494,80.728,-15.289,-64.915
27.936,53.851,-82.346,20.012,51.024,-71.315
64.431,15.853,-80.507,64.526,15.196,-80.056
-38.19,82.719,-44.56,-38.439,73.428,-34.803
-7.9069,-67.081,75.337,-16.298,-57.117,73.481
64.424,-77.429,12.588,54.586,-75.159,20.444
-42.978,-42.142,85.287,-38.39,-44.912,83.787
-22.604,82.52,-59.749,-16.905,82.52,-65.256
-44.28,82.906,-38.625,-35.891,73.77,-37.351
