Ua(V),Ub(V),Uc(V), Ia(A), Ib(A),   Ic(A)
63.076,11.03,-74.677,-22.406,177.18,-210.95
8.3605,117.31,-124.49,-146.12,98.216,-7.6766
-121.74,104.81,18.209,-121.7,-26.625,120.85
-108.63,-11.225,119.02,12.367,-131.38,101.26
130.81,-82.497,-48.623,43.185,49.646,-151.69
-53.477,69.355,-20.131,-220.46,240.41,-48.051
-89.369,133.15,-41.6,-143.7,35.392,74.193
5.4131,75.417,-78.004,-173.06,186.61,-56.931
-88.167,54.476,36.342,-175.81,-28.238,172.25
42.259,-89.557,50.851,163.89,-180.14,-31.876
3.9285,117.35,-120.33,-147.06,97.255,-4.385
53.22,33.789,-87.737,-47.558,188.7,-197.34
19.342,-67.994,43.821,160.25,-279.9,102.64
87.557,-53.875,-33.854,137.21,13.443,-210.62
-56.96,69.022,-15.746,-225.79,233.91,-33.623
19.913,46.067,-67.681,-37.564,235.26,-230.27
55.372,66.646,-122.21,-93.398,106.66,-74.143
-65.39,-4.7337,70.162,-17.953,-191.01,175.57
-3.1346,116.14,-109.39,-151.13,101.41,-4.2193
55.007,23.861,-78.948,-35.04,182.75,-204.11
-79.223,46.399,26.731,-230.33,139.55,113.43
32.809,-82.896,52.808,158.93,-185.64,-19.036
-80.339,67.185,14.356,-189.41,-4.88,162.84
122.61,-104.63,-20.444,92.262,-2.6271,-146.84
89.62,44.069,-130.96,-87.818,111.26,-89.54
-26.018,-85.323,113.48,121.78,-219.52,54.637
-85.593,34.787,45.772,-201.61,54.49,182.25
-19.962,128.88,-107.12,-151.23,82.607,19.663
-21.328,122.95,-100.11,-152.96,84.111,19.074
49.888,-75.522,21.271,224.99,-244.64,-0.69797
130.19,-107.46,-22.986,77.148,12.897,-148.13
-20.88,-86.024,107.82,130.44,-215.11,40.151
122.86,-61.977,-60.018,71.636,105.56,-235.08
-101.59,24.793,79.372,-53.095,-167.66,190.75
130.13,-80.667,-50.424,59.626,33.53,-152.89
-74.838,48.825,24.493,-247.72,107.86,94.152
-67.427,-6.7232,69.781,-107.78,-126.18,231.56
-71.115,63.281,7.9972,-248.46,149.52,57.123
-31.644,-86.013,118.95,112.78,-221.62,68.108
-31.554,-45.808,72.441,23.867,-242.98,208.36
67.246,-50.991,-22.279,231.26,-131.81,-152.23
-50.706,117.23,-67.021,-211.58,129.52,44.775
104.71,-65.036,-37.629,112.37,53.349,-222.95
-54.334,-15.263,72.458,-7.7726,-196,171.68
51.34,67.416,-118.65,-130.69,203.22,-122.1
8.3955,-79.41,71.518,149.84,-200.33,4.1565
-84.629,126.01,-39.397,-211.42,76.07,101.93
-118.33,65.588,55.553,-138.95,-82.545,189.44
-36.965,-36.628,72.054,-19.265,-238.19,202.14
55.295,-129.8,74.156,133.21,-89.723,-83.617
-34.113,-101.39,132.46,80.704,-129.03,26.281
-75.983,64.677,4.3403,-246,187.49,26.875
-75.082,51.678,21.147,-230.24,149.88,102.1
83.535,-130.67,43.774,119.23,-69.423,-95.878
91.558,-116.48,26.152,172.26,-67.337,-159.6
107.1,10.818,-119.09,-40.192,100.17,-126.41
110.17,-29.727,-80.699,26.327,144.94,-230.56
52.321,36.148,-87.989,-43.724,189.4,-200.34
-68.112,67.19,-1.8963,-225.57,207.58,30.218
94.801,32.819,-127.54,-70.253,108.48,-100.8
-26.17,127.33,-102.09,-153.85,72.189,34.514
33.009,-81.39,39.187,218.69,-250.98,63.197
-0.52326,-66.894,60.622,131.33,-274.51,149.06
-80.052,129.16,-46.324,-147.68,40.082,70.1
24.663,-70.148,41.096,170.02,-277.24,89.022
-105.9,68.867,41.062,-152.66,-63.682,184.02
-130.71,81.437,51.357,-84.912,-67.066,129.99
24.937,41.678,-68.356,-24.196,224.57,-238.45
62.186,6.8819,-68.71,138.15,139.03,-231.12
100.67,28.124,-129.06,-71.664,105.92,-98.514
110.17,-29.727,-80.699,26.327,144.94,-230.56
120.18,-52.278,-68.902,46,40,-148
-84.398,74.496,8.8938,-190.54,0.039619,157.59
-80.629,45.913,33.763,-237.25,79.835,123.56
-31.765,-93.123,122.78,97.198,-139.49,17.897
123.81,-60.746,-63.308,72.55,106.42,-236.95
-89.429,33.082,49.103,-205.35,58.337,177.74
-121.27,42.721,81.589,-89.216,-137.11,195
79.938,1.3211,-80.701,-8.1363,173.04,-220.4
-12.963,-57.762,67.205,58.645,-271.29,171.01
-103.97,-15.006,115.86,18.29,-130.3,98.207
91.79,-92.679,3.9513,160.08,-32.424,-184.58
-81.353,31.969,48.007,-222.47,3.798,160.7
-121.11,50.969,71.473,-96.971,-131.08,194.67
-33.673,-45.522,74.338,28.001,-237.74,212.64
125.43,-118.45,-8.4328,105.4,-14.279,-145.49
-91.82,8.8451,83.695,-38.731,-179.71,184.74
85.331,-53.02,-32.877,137.49,11.774,-209.67
67.306,36.484,-106.95,-87.598,202.93,-169.87
122.39,-58.947,-67.224,48,40,-148
-65.39,-4.7337,70.162,-17.953,-191.01,175.57
65.739,56.652,-121,-108.69,212.74,-153.62
57.804,-74.154,11.562,230.44,-226.72,-35.175
-2.9435,58.264,-58.661,-103.56,252.34,-196.08
122.98,-51.857,-70.134,61.076,117.24,-236.15
-68.937,-1.8603,69.333,-139.24,-136.69,210
77.535,61.871,-139,-92.698,107.39,-76.979
31.573,82.945,-113.59,-159.83,206.87,-95.34
120.96,-63.685,-55.906,93.311,83.352,-233.81
-81.563,17.895,60.652,-177.91,-24.302,203.27
1.6047,55.967,-61.394,-87.87,245.75,-206.68
64.663,-131.2,66.178,127.95,-79.585,-90.566
112.45,-105.57,-8.5344,109.13,-16.901,-143.15
-38.261,128.72,-90.176,-157.65,67.745,45.046
125.29,-108.21,-21.845,82.446,8.6034,-147.19
67.265,31.328,-98.618,-71.758,198.74,-180.57
-6.5689,119.45,-112.39,-153.77,96.231,4.8515
90.985,-124.29,34.074,174.42,-82.138,-148.19
-14.262,-85.379,99.945,134,-213,35
-80.079,3.2349,78.428,-31.035,-183.99,183.63
-83.58,35.215,44.662,-203.83,49.4,178.07
-62.927,127.62,-63.091,-214.56,115.86,65.545
93.396,-100.65,7.8613,164.14,-40.875,-180.35
-82.807,42.591,36.916,-214.43,82.313,154.96
-26.117,-80.577,107.41,128.71,-215.86,43.813
-117.41,66.984,53.071,-136.2,-84.103,189.49
89.62,44.069,-130.96,-87.818,111.26,-89.54
121.99,-104.47,-19.632,93.425,-2.9676,-146.09
-3.2777,-118.28,122.08,122.31,-127.8,-21.118
18.652,-123.58,104.69,126.94,-116.51,-39.695
82.385,-63.623,-15.995,147.75,-5.8428,-200
-52.771,-39.636,94.809,19.706,-209.89,154.24
18.967,103.75,-120.01,-131.14,105.53,-30.026
67.233,-128.74,63.724,179.9,-128.19,-106.01
-64.717,123.63,-56.771,-212.38,89.267,87.847
26.037,104.2,-128.58,-115.89,101.87,-46.877
-122.26,108.24,15.986,-122.44,-24.426,119.91
-126.56,73.083,54.56,-84.545,-66.406,129.82
-121.74,104.81,18.209,-121.7,-26.625,120.85
-100,57.6,42.559,-166.45,-44.783,179.2
-85.445,131.62,-44.071,-146.15,37.09,71.794
-84.845,40.954,36.706,-227.56,104.09,134.94
70.501,-49.811,-25.01,233.17,-123.85,-148.25
33.431,86.229,-118.54,-150.3,208.97,-107.41
-117.01,30.595,85.355,-73.134,-154.21,194.75
76.506,-42.821,-36.192,218.41,-71.274,-185.68
46.939,74.057,-120.15,-138.61,209.49,-119.73
107.93,4.2822,-110.41,-28.794,98.338,-135.76
-17.278,122.97,-104.61,-152.43,86.111,15.597
-47.778,-42.91,95.309,18.666,-211.83,158.21
-16.495,61.727,-48.138,-138.45,263.99,-162.7
20.53,98.055,-119.92,-130.88,104.59,-28.322
17.932,106.49,-123.84,-133.23,102.53,-23.101
102.47,-15.209,-85.91,11.21,156.72,-227.77
118.88,-18.929,-99.916,-2.4268,78.306,-140.89
69.694,-58.122,-13.866,258.98,-143.31,-89.656
-8.9535,63.569,-54.632,-109.04,275.17,-153.51
41.819,81.461,-123.28,-102.25,104.8,-59.801
23.17,-71.27,42.031,173.95,-274.43,92.154
-123.46,49.031,74.465,-94.85,-131.8,195.89
84.152,-54.216,-29.929,140.8,9.6425,-208.62
31.082,-76.949,38.893,194.27,-267.68,59.737
-21.837,-101.08,122.49,106.12,-135.45,4.1464
-65.39,-4.7337,70.162,-17.953,-191.01,175.57
108.38,5.808,-113.08,-30.007,98.559,-135.35
47.129,-75.415,24.667,222.46,-244.46,20.976
135.48,-84.136,-49.994,76.825,21.359,-159.82
-16.586,63.472,-48.048,-128.64,272.35,-148.84
-26.131,-50.612,71.847,38.243,-251.64,199.69
60.872,-73.623,6.119,237.97,-204.44,-63.828
84.379,-77.085,-4.4421,154.13,-17.99,-194.91
124.05,-64.505,-62.751,49,39,-148
-64.016,127.35,-60.067,-155.66,54.48,61.537
125.8,-90.046,-37.623,65.356,29.773,-156.43
-136.61,27.281,112.39,-23.243,-108.67,117.58
24.077,-122.91,97.301,125.91,-111.14,-50.278
98.42,-56.262,-41.957,127.56,28.668,-216.21
-78.177,16.933,60.082,-199.32,-50.887,183.03
-31.568,-98.872,127.32,97.656,-134.36,12.578
127.88,-74.401,-55.889,49.236,40.639,-149.71
-88.621,107.76,-16.815,-206.39,41.161,131.42
-138.82,73.034,70.116,-70.449,-74.038,123.7
72.392,-5.3978,-67.16,155.3,73.584,-239.85
-79.413,7.655,67.299,-149.39,-53.36,224.14
12.777,-68.616,49.191,152.86,-277.93,122.58
-29.071,122.52,-90.606,-154.42,77.33,31.739
-81.514,22.622,56.86,-187.14,-6.574,198.1
-110.89,25.656,84.386,-62.697,-163.23,192.26
-31.271,-102.29,132.4,82.887,-130.47,24.195
16.223,-73.743,47.161,205.03,-248.25,125.28
72.711,-48.663,-26.141,240.2,-115.85,-142.34
115.12,-107.12,-9.8214,108.1,-16.851,-144.67
76.805,-39.452,-40.076,212.96,-55.187,-197.26
-84.845,40.954,36.706,-227.56,104.09,134.94
115.52,3.9488,-118.89,-29.936,98.037,-131.27
65.994,-69.396,-0.84499,238.53,-192.75,-82.452
126.52,-63.601,-61.624,91.919,83.351,-235
47.816,-133.36,84.136,133.82,-96.686,-75.116
-118.98,129.39,-8.4462,-137.45,-4.9791,110.77
89.664,-122.46,34.396,175.31,-80.374,-149.78
-106.61,-18.162,124.21,25.202,-131.96,88.122
54.086,40.807,-94.04,-54.675,194.87,-193.19
-77.9,60.742,10.554,-245.97,167.03,61.116
54.51,13.711,-67.783,124.25,153.82,-232.02
40.554,-133.65,92.896,134.65,-96.923,-75.714
52.407,38.134,-90.555,-49.666,191.28,-198.56
-102.59,-24.651,128.77,39.731,-133.93,77.605
-91.605,115.49,-22.473,-208,50.621,125.28
-31.296,-82.222,113.5,120.04,-220.18,57.656
60.274,68.754,-129.55,-97.366,102.85,-65.674
-74.872,-2.732,71.804,-108.45,-95.771,244.18
46.42,12.224,-63.398,67.662,116.2,-279.96
-89.241,-33.722,124.21,48.164,-140.23,74.019
-123.04,29.437,96.02,-33.598,-105.06,122.02
43.029,-75.384,29.586,215.25,-251.71,33.2
31.914,33.228,-69.291,-2.1959,196.49,-257.89
21.453,-80.226,59.078,155.22,-191.68,-10.176
29.176,96.595,-126.43,-130.14,107.34,-33.415
47.001,12.791,-63.332,71.687,126.45,-271.84
134.32,-49.86,-84.669,30.167,48.595,-141.56
120.52,-30.829,-90.351,27.543,50.522,-139.57
-75.439,52.551,20.518,-233.48,144.32,98.014
-0.3323,79.602,-76.71,-185.34,191.62,-50.32
-69.423,129.67,-60.565,-214.92,97.685,83.252
69.358,-131.19,63.606,181.93,-118.7,-116.26
100.67,28.124,-129.06,-71.664,105.92,-98.514
-16.506,-83.115,99.945,137,-211,31
-117.62,32.523,86.347,-76.337,-149.88,195.62
-115.17,8.0425,107.16,-10.074,-119.41,112.39
-30.434,122.22,-91.123,-156.08,75.617,35.358
-29.071,122.52,-90.606,-154.42,77.33,31.739
-45.128,112.36,-66.429,-209.75,134.41,36.75
82.385,-63.623,-15.995,147.75,-5.8428,-200
13.047,53.129,-67.955,-32.862,257.48,-200.21
-2.8029,-84.45,88.323,144.38,-207.75,18.845
111.76,-125.24,9.6551,107.99,-25.08,-135.9
-54.396,71.826,-17.638,-220.97,228.34,-27.861
43.358,25.822,-70.893,56.27,172.5,-250.94
-54.447,-39.63,97.047,22.672,-210.86,152.18
-51.106,-38.863,90.976,11.491,-206.24,157.53
75.994,-127.66,52.439,175.35,-100.3,-131.97
-52.323,-28.295,80.974,-2.0718,-198.13,165.71
61.815,-57.581,-13.845,251.28,-141.88,-124.63
-106.89,66.433,43.037,-148.59,-67.045,184.55
-55.187,72.2,-18.609,-220.73,231.47,-26.56
-117.79,31.73,85.985,-74.522,-154.12,196.59
47.816,-133.36,84.136,133.82,-96.686,-75.116
109.02,-23.91,-83.771,22.419,148.04,-229.29
-108.63,-11.225,119.02,12.367,-131.38,101.26
85.476,-77.456,-3.8795,154.87,-19.502,-194.22
-19.432,-67.452,75.86,120.16,-231.2,214.89
-46.586,74.05,-27.402,-204.3,244,-51.93
125.43,-118.45,-8.4328,105.4,-14.279,-145.49
48.105,-98.787,52.664,166.26,-175.88,-40.953
-86.367,120.55,-32.44,-211.4,66.565,110.56
82.385,-63.623,-15.995,147.75,-5.8428,-200
56.481,-73.905,12.275,230.14,-228.62,-33.507
-89.369,133.15,-41.6,-143.7,35.392,74.193
87.145,-127.94,39.806,175.39,-89.398,-144.05
79.833,-44.107,-35.729,250.22,-60.719,-149.07
83.76,-3.7287,-78.533,-5.9468,170.39,-220.7
43.735,77.713,-120.56,-141.34,208.86,-115.48
128,-105.96,-22.93,78.253,11.623,-148.03
99.227,-134.97,34.507,116.06,-48.88,-114.13
63.345,-59.926,-11.977,244.07,-157.8,-117.99
15.521,-67.553,47.02,148.89,-282.73,118.2
71.146,-41.384,-39.166,207.21,-54.054,-212.84
-83.422,123.73,-39.097,-212.85,73.145,104.23
50.238,69.109,-117.88,-137.16,208.96,-120.31
135.28,-48.494,-87.566,28.503,50.603,-140.04
3.9037,-65.576,58.395,123.82,-280.13,140.49
-123.37,6.253,118.16,-0.95994,-123.45,108.69
111.71,-64.185,-46.058,103.03,68.484,-228.32
-76.815,125.5,-46.005,-147.58,41.344,69.953
113.2,-127.19,12.394,110.86,-28.988,-133.87
13.245,-119.6,104.24,126.82,-124.9,-31.028
-130.91,89.865,38.192,-87.449,-67.466,131.82
24.937,41.678,-68.356,-24.196,224.57,-238.45
-84.82,54.698,34.564,-175.53,-26.061,169.83
119.73,-37.136,-83.198,47.054,128.35,-235.16
-49.765,-36.313,87.527,6.7799,-204.34,163.46
-91.603,55.757,38.193,-171.61,-35.827,177.19
135.37,-109.31,-26.496,74.866,16.051,-147.89
23.141,-129.63,106.57,126.94,-106.05,-54.629
89.95,-98.591,8.7098,163.17,-40.808,-180.29
53.22,33.789,-87.737,-47.558,188.7,-197.34
42.284,-103.77,63.959,168.91,-155.51,-64.099
-59.366,-69.97,130.86,72.495,-133.8,42.715
-115.17,8.0425,107.16,-10.074,-119.41,112.39
19.124,-73.08,45.849,192.13,-257.47,113.48
128.69,-91.717,-36.627,63.241,32.394,-157.02
-2.8029,-84.45,88.323,144.38,-207.75,18.845
-125.72,75.118,52.628,-85.342,-65.676,129.93
107.37,7.838,-115.32,-33.037,98.538,-132.82
93.29,-116.87,25.767,172.79,-67.13,-162.32
-49.896,-28.5,75.096,-52.329,-183.97,227.53
111.45,-112.1,-2.7495,111.57,-23.341,-142.13
-27.721,131.74,-102.75,-154.87,71.388,35.435
-39.286,-83.236,120.88,74.352,-133.43,36.066
96.735,-125.32,25.386,123.04,-50.9,-119.34
49.958,4.1046,-60.905,79.041,96.622,-287.21
73.872,-10.585,-65.459,166.72,56.539,-233.98
-49.896,-28.5,75.096,-52.329,-183.97,227.53
-121.79,33.2,87.144,-54.447,-79.359,116.66
1.8868,120.28,-121.57,-148.04,97.47,-4.3998
118.98,-108.77,-14.11,103.4,-11.008,-146.15
-80.26,39.76,39.839,-233.9,36.632,141.84
67.467,-0.2869,-67.613,150.66,125.75,-228.12
-79.177,9.1667,67.531,-169.66,-75.646,201.19
-91.603,55.757,38.193,-171.61,-35.827,177.19
120.23,-38.623,-80.321,46.047,127.95,-233.55
-5.3469,61.417,-57.183,-108.91,263,-176.89
-56.753,-19.312,71.618,-76.668,-148.34,236.92
94.047,33.534,-126.99,-73.945,110.09,-99.566
-88.167,54.476,36.342,-175.81,-28.238,172.25
46.578,-108.58,65.572,173.68,-150.09,-75.742
-92.026,9.1614,85.453,-40.464,-179.49,186.31
47.001,12.791,-63.332,71.687,126.45,-271.84
59.748,14.074,-73.457,-27.094,181.95,-207.83
19.913,46.067,-67.681,-37.564,235.26,-230.27
-82.075,43.466,36.315,-219.35,75.881,149.53
130.93,-82.017,-50.577,58.956,33.757,-153.43
-62.241,-57.49,120.71,81.971,-226.41,104.65
27.621,-79.046,54.886,157.46,-186.84,-17.161
-105.48,64.011,43.558,-155.64,-58.778,181.52
6.6565,54.34,-64.307,-65.813,247.15,-209.29
-13.701,-84.247,98.271,137,-211,30
113.46,-28.794,-82.828,29.804,146.36,-232.23
-106.29,-16.622,122.67,20.282,-130.27,95.696
-80.937,49.53,23.373,-243.06,148.36,89.212
-12.056,73.449,-61.816,-189.65,180.56,-33.408
-123.13,33.829,89.351,-52.013,-83.541,116.66
-45.598,102.89,-57.084,-205.63,151.12,14.695
17.126,-69.151,46.525,171.24,-269.95,117.61
-32.577,-64.074,84.504,95.403,-234.08,247.86
92.974,-10.327,-82.695,0.55013,163.81,-222.5
-32.265,123.9,-93.061,-157.21,74.443,37.687
28.86,30.469,-66.701,-17.733,175.56,-279.19
-82.499,30.816,49.098,-201.49,26.856,181.71
-97.117,55.294,44.68,-169.53,-40.74,177.33
-105.9,-19.109,125.61,26.632,-131.05,87.243
-87.428,39.631,40.892,-221.26,89.84,149.77
35.868,-74.801,36.701,194.05,-262.8,59.89
-126.68,65.341,64.858,-112.58,-115.5,198.1
130.17,-97.216,-34.312,68.973,21.395,-150.64
43.438,-90.731,50.449,164.66,-179.04,-32.905
25.492,93.906,-120.52,-118.66,106,-46.18
-110.59,29.613,82.063,-64.107,-161.79,193.06
-56.753,-19.312,71.618,-76.668,-148.34,236.92
66.141,-52.756,-20.725,237.25,-130.81,-148.21
40.619,-104.51,66.526,170.26,-156.61,-64.49
-73.18,64.688,2.7219,-236.06,194.48,37.836
129.82,-30.831,-101.94,12.055,65.121,-139.83
30.29,31.813,-66.894,-11.638,185.7,-268.09
-88.028,108.38,-18.713,-206.62,42.955,132.27
-88.52,-39.429,127.63,58.742,-141.65,66.809
-65.402,-34.782,102.8,36.851,-212.78,138.24
-89.639,114.87,-24.185,-208.81,55.85,122.2
-48.77,71.512,-25.578,-201.11,253.25,-49.888
-50.671,115.83,-65.207,-210.77,132.24,39.442
104.97,18.727,-124.54,-53.612,101.31,-112.41
124.39,-63.66,-59.646,83.205,94.981,-235.25
41.805,15.848,-64.227,53.056,130.93,-279.16
117.84,-32.605,-84.526,40.338,137.47,-234.19
42.878,16.897,-64.128,58.72,141.13,-270.21
-62.241,-57.49,120.71,81.971,-226.41,104.65
64.887,-63.892,-7.298,235.4,-172.4,-112.03
69.358,-131.19,63.606,181.93,-118.7,-116.26
66.64,51.539,-117.33,-96.24,207.55,-161.83
21.031,-72.411,43.887,181.72,-268.35,102.16
35.868,-74.801,36.701,194.05,-262.8,59.89
121.18,-96.849,-27.683,80.851,9.3521,-147.91
-123.85,63.363,62.279,-109.58,-117.49,196.05
-31.721,67.246,-37.618,-163.23,267.44,-108.07
-39.79,-38.101,74.91,-6.777,-224.65,217.9
92.974,-10.327,-82.695,0.55013,163.81,-222.5
-94.756,123.45,-26.884,-149.21,17.268,98.084
47.321,-94.871,49.786,164.59,-180.1,-34.942
-81.162,44.542,33.567,-220.35,99.736,142.51
78.492,-123.55,46.808,175.22,-94.068,-136.3
4.9962,-116.32,110.14,125.87,-133.84,-21.9
-81.485,36.33,44.766,-221,29.012,157.69
-105.9,-19.109,125.61,26.632,-131.05,87.243
-25.644,126.86,-101.04,-153.77,72.161,32.549
-59.882,72.103,-13.356,-226.7,221.41,-10.296
67.566,-125.95,60.119,178.91,-106.87,-125.91
-63.104,-61.81,125.02,71.483,-227.08,115.24
133.94,-36.401,-100.63,12.486,65.787,-139.84
72.393,-3.6551,-68.787,175.31,94.565,-219.87
120.86,-64.949,-56.868,98.531,72.211,-230.78
94.846,-124.71,30.445,175.64,-80.849,-152.09
-90.037,100.91,-8.7438,-202.23,28.9,141.25
-97.701,124.46,-25.956,-148.4,20.898,95.68
17.617,-124.06,105.87,126.85,-116.63,-40.441
-47.004,-23.783,68.066,-83.029,-186.7,205.78
100.67,28.124,-129.06,-71.664,105.92,-98.514
-38.179,91.971,-52.847,-200.47,165.74,-7.0112
86.826,-77.149,-6.4637,155.53,-19.795,-193.29
53.361,28.335,-81.926,-35.812,184.97,-204.56
27.621,-79.046,54.886,157.46,-186.84,-17.161
-121.32,17.793,102.04,-21.847,-109.37,114.74
