Ua(V),Ub(V),Uc(V), Ia(A), Ib(A),   Ic(A)
-48.225,77.405,-12.32,-0.017242,0.025901,-78.024
65.74,-74.195,4.8112,-0.18531,-0.55298,0.22707
51.895,-60.182,-8.4852,13.328,0.15624,-0.20319
41.993,9.6208,-69.913,-5.3057,-0.039415,0.11498
78.204,-52.266,-7.1379,0.93127,-0.51834,11.666
93.339,-2.0601,-4.1278,0.77138,23.904,0.68183
6.6707,-78.922,-38.654,0.41182,-0.18029,-0.10556
-26.958,77.165,-24.283,5.586,0.69907,-0.11829
24.274,-80.799,55.964,-0.047951,0.1215,0.090865
-52.481,78.02,-6.5449,-0.50255,0.87191,11.154
52.128,-61.866,-10.311,13.272,0.087941,0.13214
1.3119,-20.983,79.391,-0.46586,3.5662,0.11479
-51.716,81.046,-26.679,-0.4849,0.31458,-0.19559
69.929,-47.596,-35.041,0.12076,0.30924,0.48464
13.081,-44.856,56.374,-0.43792,-3.5306,0.7237
-17.344,73.862,-44.333,-0.021596,-0.028645,-16.816
-17.523,-50.911,87.111,-0.18526,-0.043481,-0.13644
39.165,-90.976,0.51716,-0.38985,-0.33136,-30.891
1.9405,49.108,-66.315,-0.082561,14.775,0.057912
19.874,60.92,-75.661,17.013,0.66035,-0.33887
20.202,34.314,-78.811,-8.3339,0.30563,-0.88686
3.3841,-79.886,22.681,-0.29498,-0.73135,5.9245
27.04,21.522,-74.245,-5.0553,0.59223,-1.0031
-76.026,25.066,25.858,-0.9769,-6.202,0.45776
37.899,42.796,-67.241,0.17778,-0.058358,-3.8463
51.038,-53.319,-17.329,11.911,0.28696,-0.45393
87.834,-4.7401,-49.792,0.80082,41.556,0.82699
77.996,-48.658,-20.81,0.78886,0.10807,-7.457
-83.112,59.344,-5.7902,-0.1122,-0.88032,-9.7273
10.732,61.124,-80.945,-14.888,0.0042085,0.080274
45.492,-51.231,27.355,-0.23156,-10.444,0.42292
83.835,-33.382,-42.418,0.021512,-17.395,0.040006
-7.9248,75.531,-53.831,-0.14321,0.40012,-6.8355
-58.608,-20.545,81.993,0.039945,-16.596,-0.0044325
-16.329,83.073,-8.5942,7.4401,-0.025893,0.57825
16.446,73.049,-23.89,-0.52888,0.012533,4.229
3.1922,-0.13608,-0.1881,19.143,60.516,-81.559
48.568,23.778,-47.131,0.74724,-0.45182,-5.2568
48.671,-3.0372,-62.743,14.168,-0.27097,0.18563
-74.172,67.304,0.47099,0.030801,0.96102,-8.5808
5.2905,-64.526,72.772,14.496,-0.45136,0.8425
0.02072,-1.7239,0.025213,64.229,8.1727,-80.622
58.439,-48.759,12.254,-0.069456,1.3142,-0.0064142
2.7827,-49.749,63.731,0.13231,-14.485,-0.14472
39.257,34.373,-50.433,-0.27744,0.32723,-8.708
24.621,-7.486,-75.179,4.9308,-0.26786,-0.65448
-50.532,-70.954,10.123,0.14873,-0.14104,8.4345
-14.701,-17.893,83.777,-0.87916,6.9571,-0.026779
47.6,-78.939,30.261,0.49531,-0.24734,17.903
96.048,2.6371,0.67177,0.86729,25.681,0.80224
74.851,-46.319,-13.752,-0.00018457,-14.085,0.050231
27.078,-74.349,21.471,-5.4322,-0.98549,0.59068
31.019,14.467,-73.399,-3.7781,0.20807,-0.6666
-12.858,72.068,-46.037,-0.062235,-0.049246,-16.293
0.027948,-1.9365,0.01608,82.741,-20.277,-57.745
78.273,-43.519,-13.888,0.99133,-0.54817,10.47
-64.02,7.1181,66.502,0.13532,-0.042546,0.21046
48.965,-50.776,35.782,0.12103,1.0962,-0.21955
3.5567,-64.32,74.421,15.165,-0.26231,0.88014
-60.467,-4.7865,68.785,-0.16399,-0.077679,-0.36248
-12.015,-44.82,78.682,8.8686,-0.50393,0.84376
15.43,35.704,-85.196,9.4797,-0.26769,-1.1124
40.972,-51.275,32.642,0.55148,-7.7013,-0.35227
-78.486,60.306,3.8414,0.024786,0.9575,-8.8112
-64.716,-28.015,29.597,-0.64105,-0.254,5.7554
-90.411,15.228,25.558,-0.041883,-4.4591,0.4924
-59.188,78.403,-2.3627,1.1047,0.12083,12.023
49.545,-27.746,-45.251,6.4099,0.38363,-0.60514
8.1522,59.64,-43.245,-0.46792,0.73491,-2.645
-67.15,-14.742,74.49,-0.85398,-17.69,0.090199
-63.491,-30.643,26.872,-0.36141,-0.2684,2.664
44.073,-14.154,-56.168,2.8491,0.45545,-0.81341
-38.101,-35.286,79.175,-17.906,-0.32026,0.12564
45.84,27.284,-51.89,0.05329,0.0047967,-1.6399
78.501,43.644,-4.0647,0.36532,0.52136,-13.423
12.192,-71.974,48.149,-0.00080702,0.025715,15.698
-12.899,-33.879,86.643,7.3438,-0.88713,-0.071046
83.36,-20.344,-6.8782,-0.049758,5.537,-0.57164
81.464,-3.8309,-15.645,-0.08631,0.52646,5.8519
77.592,-72.435,-4.9865,0.22208,-0.084891,0.042405
-65.271,1.1162,36.866,-0.85997,0.46119,-0.39772
3.1872,63.246,-49.976,0.12423,-0.079904,-14.468
-82.667,36.662,42.478,0.74779,0.13218,1.2139
-82.411,-11.588,19.068,-0.097279,0.335,-3.3722
-34.935,-58.947,22.275,0.27619,0.50057,5.0838
75.703,-24.343,-26.555,0.96316,5.6498,-0.55741
29.838,-86.172,14.444,0.73575,-0.098433,-6.1252
-48.694,-29.731,79.704,-0.55794,-18.324,0.21691
1.4402,-64.695,36.615,0.55131,-0.95568,-0.86281
-61.015,75.107,-18.774,-0.72117,0.36493,-17.882
-2.1218,77.47,-59.025,11.419,0.094942,1.1133
-78.442,44.481,12.784,-0.93887,0.50395,-9.8692
77.19,-50.127,-29.699,-0.17316,-0.45444,0.029642
-82.059,26.422,54.175,-0.50003,0.091176,0.12074
-15.192,-30.554,72.813,-0.36446,3.6606,0.80468
-73.879,70.872,9.117,-0.022787,-0.0024778,18.787
-22.032,-9.36,83.062,-6.7515,0.12056,0.77583
-13.814,-5.1002,97.539,0.12617,-34.118,-0.054307
-45.38,-51.047,27.736,-0.27209,-0.10151,0.54586
-59.172,41.404,-8.3624,-0.88222,1.5357,0.54489
-50.509,8.1107,60.321,-13.75,0.19,-0.10879
-0.68088,-50.374,67.154,-0.35603,-15.949,-0.10866
85.585,-15.51,-24.913,0.028639,6.1508,-0.7785
32.797,46.475,-82.838,0.13319,1.2313,0.76399
21.956,-75.404,42.825,0.10463,-0.022175,17.078
-18.982,-35.24,77.384,7.7876,-0.54084,0.96759
18.66,52.278,-45.526,-0.48824,0.79708,-4.0292
4.8219,-79.055,24.47,-0.27299,-0.87036,8.6128
-0.0014802,-1.1747,-0.021478,70.769,-50.475,0.45509
97.642,-24.369,-1.8931,-0.027221,0.098804,-35.288
-0.061935,-0.024575,1.0699,-50.014,-34.731,64.215
44.135,-58.631,-11.579,2.236,-0.41218,0.13808
-35.098,-43.211,82.568,-6.7558,-0.11402,0.65019
23.778,48.568,-47.131,-0.45182,0.74724,-5.2568
-95.86,-0.26775,43.254,0.77781,47.453,0.54517
64.205,-3.644,-72.881,0.48196,-15.537,-0.9329
66.285,-25.08,27.013,0.082375,0.8671,-0.13249
-58.748,79.087,-23.101,-0.82558,0.062395,-18.608
70.924,-67.163,7.5411,0.84509,-0.4415,15.639
54.175,26.422,-82.059,0.12074,0.091176,-0.50003
7.0427,-44.238,-76.242,20.766,0.00029191,0.17005
-55.868,-5.0187,78.245,-0.45275,12.692,0.95068
-41.58,-52.932,22.143,0.15535,0.26756,1.6744
38.581,58.076,-21.226,-0.025892,-0.10357,0.48335
-6.808,91.316,15.581,-25.918,0.12052,0.27293
29.148,40.997,-17.733,-0.086209,0.008634,-21.151
-67.254,1.9819,70.842,1.1651,12.032,0.14673
49.564,-50.39,21.87,-0.31134,-11.171,0.49185
-57.583,-15.339,52.041,0.081238,0.080546,12.433
15.794,25.282,-85.889,-7.252,0.8303,-0.084534
65.402,15.609,-74.018,0.77538,17.264,-0.2151
-73.792,16.303,64.029,-0.36729,17.097,0.71216
60.214,-80.424,11.473,-0.024545,0.1058,-13.591
38.458,-80.99,35.816,-0.0041174,-0.040823,18.743
-9.5364,81.816,-49.606,-11.402,-1.0961,-0.16399
19.493,-80.622,61.35,0.17952,-0.50477,0.32937
-0.064623,2.1433,-0.061457,82.287,-11.175,-61.69
1.6605,64.717,-45.183,0.031872,-0.041001,4.2905
42.021,-81.031,34.005,0.52344,0.0039269,18.316
82.775,-37.477,-38.567,0.90379,0.35177,0.13665
-14.117,-29.502,85.843,8.1026,-1.0175,-0.092393
-89.852,12.222,6.918,0.4784,40.011,0.21049
40.703,55.663,-27.694,0.11886,0.31336,-2.7128
22.994,-86.556,21.509,0.42146,-0.054051,-3.9772
-50.45,2.2307,65.854,-11.079,0.068298,-0.002976
-45.52,-26.96,50.95,0.36247,-0.5679,10.154
-33.127,-11.989,88.851,-0.85361,8.0093,-0.11561
-0.042139,1.9621,-0.02317,-81.177,45.592,21.623
-91.122,43.117,14.965,2.027,0.030059,1.4641
-1.9515,76.272,-63.241,10.082,-0.22696,-1.2211
-82.873,62.112,4.1854,0.74717,0.65076,45.534
-0.059238,0.014119,0.015392,-58.331,82.83,-24.787
-74.332,64.249,22.94,-0.22348,0.23265,0.085924
-0.061173,0.027391,0.0052259,-78.057,63.401,18.707
-16.248,-29.541,72.129,-0.56165,3.7963,0.96849
53.118,17.794,-47.373,0.67363,-0.42665,-4.7417
6.4088,-22.105,78,-0.38905,3.242,0.043228
4.2752,-8.8488,95.092,0.25041,-28.109,0.12362
35.453,62.626,-26.25,-0.31342,1.99E-18,3.0689
4.4219,-14.393,-87.875,-9.7496,-0.20923,-0.2342
-52.136,-7.8373,78.49,-0.48229,12.264,0.98824
57.488,-50.507,11.993,-0.21184,-12.966,0.20809
-68.148,5.8917,-53.986,-0.11636,8.1527,-0.0035918
63.187,-74.2,8.1742,-0.025863,-0.008634,78.171
-36.372,78.933,-36.512,-0.41039,0.10212,-18.162
-82.411,-11.588,19.068,-0.097279,0.335,-3.3722
8.1933,59.612,-42.82,-0.45812,0.74376,-2.422
63.731,-49.749,2.7827,-0.14472,-14.485,0.13231
-81.27,9.5066,53.131,-1.1692,9.7084,-0.22719
29.178,63.47,-22.508,-0.15536,-0.43153,-4.0653
32.424,-79.4,47.589,17.342,-0.19196,0.41713
63.788,30.747,-26.86,0.45131,0.12204,-3.8118
12.442,68.291,-72.202,16.84,0.8037,-0.2339
-10.429,94.152,-1.4371,0.71262,0.81329,26.191
-81.289,50.724,9.9708,-0.85855,0.13477,-12.295
70.11,-74.488,1.1027,0.47949,-0.13572,-7.1622
1.1561,-0.01701,0.0042925,54.749,-61.201,-16.693
-71.849,66.667,13.228,-0.42038,0.79995,16.81
59.39,9.89,-42.745,0.7444,-0.41602,-1.8924
2.4613,-64.227,76.228,15.063,-0.15388,0.87579
-16.833,81.072,-63.742,0.021306,0.23156,-0.070063
13.469,31.19,-84.847,13.137,0.29346,1.0702
-57.11,50.584,-12.644,0.25408,12.742,-0.38792
76.483,-18.125,-64.417,0.095577,-18.082,-0.84282
46.462,51.601,-27.833,0.07778,0.23156,-1.6898
-47.588,78.563,-10.55,-0.47502,0.95556,10.933
-5.2288,-71.959,72.531,-6.3209,-0.15929,0.63525
-45.109,-20.92,75.138,-16.629,-0.14805,0.039521
-82.933,6.4353,46.825,0,-9.8223,-0.95799
-70.708,2.9867,14.381,0.034483,0.017267,6.5467
44.827,-53.306,65.294,-0.36277,-0.068436,0.036868
79.224,-44.027,-32.334,0.20107,-0.3869,-18.399
39.23,37.077,-79.437,0.30612,17.321,-0.13825
-1.7743,-44.142,68.248,0.0089183,6.4748,-0.020696
-8.6179,42.205,-59.192,0.55435,1.8793,-0.88194
-38.979,-18.04,80.616,-0.11666,8.8484,0.77328
-0.033356,-0.052951,-0.033026,-55.905,45.974,36.211
-0.20444,0.0080789,0.022348,50.905,-10.059,-66.143
23.723,59.333,-82.788,-0.011879,0.26411,-0.071057
10.507,-81.848,43.241,-7.2623,0.043228,0.77804
54.324,-23.083,-51.03,8.7882,0.021317,-0.042449
2.2192,-0.047625,-0.052841,13.377,65.321,-79.388
-3.5128,78.549,-58.168,13.586,0.87283,-0.17902
66.849,-2.6,-48.295,-0.11887,0.12625,-15.089
-36.694,51.077,-39.34,0.094728,7.7007,-0.17688
2.7969,56.881,-71.863,0.17875,4.5003,-0.3799
39.565,35.788,-52.582,0.080195,-0.11628,-9.1992
-71.78,66.927,12.835,-0.4221,0.74657,16.924
84.978,-14.692,-18.241,0.0062923,-0.68312,5.4236
64.841,-5.7534,-72.696,0.43458,-14.15,-0.80768
-12.137,70.123,-32.1,-0.51003,0.85272,2.0189
0.018342,0.025251,-0.058077,1.6182,71.624,-74.572
-5.9151,-60.698,77.288,-9.2292,0.11886,1.059
-0.011565,-1.5366,0.010101,-21.201,-42.86,80.256
-87.09,11.378,29.334,0.094942,-7.63,-0.69044
-52.322,-20.246,51.406,0.15166,-0.15023,11.366
21.49,-17.716,-69.228,7.1035,0.29346,0.68181
36.38,37.098,-51.207,0.52734,-0.31629,-8.6178
-16.91,-53.907,50.925,-0.38497,0.23173,12.009
1.1422,94.335,7.1669,23.14,0.86863,0.79952
-80.749,4.2272,15.746,0.17262,-0.47468,-4.9025
66.158,-47.867,-2.4726,-0.14566,-15.115,0.17802
39.659,-79.653,35.759,0.37184,-0.17393,17.68
-10.331,-41.737,84.922,10.039,-1.0915,-0.22696
47.971,27.482,-49.979,0.2346,-0.19115,-7.1422
31.896,-51.103,41.224,0.48992,-9.5085,-0.2648
1.263,-83.067,57.594,-34.893,-0.24014,-0.30172
-74.935,21.374,53.994,0.1288,-0.034351,0.077697
-39.587,4.0104,62.15,-0.65225,-0.55726,0.8933
55.694,27.357,-77.851,-0.19291,-0.0027783,-0.44884
-62.835,-1.863,75.62,-1.2103,9.7041,-0.21614
75.087,-65.271,-4.0104,-1.0357,-0.10357,-11.359
18.075,67.091,-79.675,-0.18163,-0.03908,-0.28487
-84.899,8.9457,47.851,-0.017262,-7.8285,-0.70771
-10.908,-47.786,73.526,-0.44601,-17.143,-0.09419
-30.814,-42.9,48.858,0.18834,-0.37442,6.4971
9.3918,-84.754,61.612,48.166,0.84458,0.69625
-64.034,73.624,-15.61,-0.77864,0.38032,-17.551
79.471,-26.724,-52.418,0.13081,-18.477,-0.59661
-83.003,8.6492,47.151,0.021324,-8.7044,0.99415
-77.566,35.688,18.627,-0.93523,0.52739,-7.8479
-52.36,11.552,79.817,-0.038773,0.50375,0.61031
11.25,-70.069,69.058,15.687,-0.41552,0.78664
-63.768,77.428,-9.8872,0.61082,1.187,0.13345
-67.061,-14.054,72.292,-0.77027,-16.681,0.38393
6.7007,-75.494,-44.074,3.0082,-0.14346,-0.050272
45.434,27.355,-51.887,-0.26074,0.42706,-10.472
-65.877,-26.761,25.092,-0.22551,-0.00079952,-0.20609
44.691,18.05,-74.387,16.566,0.12641,0.010512
-69.021,70.195,-11.268,-0.77801,0.38731,-15.965
41.548,31.471,-50.594,-0.35321,0.56868,-9.3883
-0.26587,64.967,-37.507,-0.38555,0.71908,0.15315
35.814,48.928,-50.956,-0.016718,0.1531,-0.23346
-35.053,-5.6969,67.933,1.5794,-0.42199,0.83263
44.894,-84.29,12.728,-0.28096,-1.0966,9.0615
59.316,-79.079,22.981,0.77667,0.0055933,18.157
-0.044353,-0.41783,-0.025427,32.054,-56.558,49.513
66.656,-25.541,-73.913,-0.38838,0.034524,-0.16399
4.0514,59.214,-83.694,-0.016188,1.6913,2.3543
40.663,-79.828,30.424,17.812,0.090852,0.57625
79.864,-45.168,-42.925,0.36973,0.11325,-0.28956
-22.945,-49.174,52.723,-0.36,0.2581,11.033
81.334,-56.687,-25.99,-0.060645,-0.78358,-19.17
48.527,-40.295,-32.632,7.0159,-0.69507,0.4111
-18.011,-53.075,52.629,-0.31059,0.22508,11.832
0.0059642,-0.010176,1.0439,-22.232,-57.496,55.767
