Ua(V),Ub(V),Uc(V), Ia(A), Ib(A),   Ic(A)
-11.264,65.365,-53.104,5.6462,-5.5661,-0.182
45.27,38.17,-83.239,0.14594,-0.18277,0.022165
-36.194,-46.637,83.036,0.049708,-0.20099,0.13183
70.468,-42.766,-27.399,8.8126,-0.35055,-8.441
-54.224,-26.728,80.908,0.044074,-0.091296,0.029371
64.672,14.639,-79.068,0.18898,-0.26591,0.056876
75.049,-3.7642,-71.529,-0.017343,0.17295,-0.15804
-65.12,80.314,-14.769,0.070406,0.19485,-0.28663
50.779,-82.024,31.386,-0.20042,0.038602,0.15269
33.751,-83.928,49.99,0.15308,-0.13522,-0.021252
-78.321,29.825,48.247,-0.059,-0.007199,0.039898
42.181,41.041,-83.457,3.291,-3.0189,-0.32352
-78.766,13.973,64.894,0.02616,-0.19085,0.1571
4.9775,67.41,-72.489,0.056459,0.085265,-0.1669
84,-46.08,-37.654,0.17344,0.074847,-0.27717
29.135,53.663,-82.562,-0.19536,0.15396,0.030493
19.614,-80.486,61.189,-0.26253,0.055431,0.1828
-77.163,20.425,56.484,-0.11531,0.046307,0.043978
-10.201,74.694,-64.335,-0.02659,0.086176,-0.057697
64.456,11.13,-75.275,3.3602,-3.0894,-0.32815
19.636,-65.425,44.591,-4.357,4.3501,0.17245
-30.487,63.983,-33.373,0.10152,-0.10169,0.019375
-83.947,45.836,37.967,-0.1326,-0.022013,0.15217
62.286,-21.761,-40.766,6.3037,-0.32781,-5.8705
-66.579,73.25,-6.8472,-0.0055744,0.040864,-0.054447
77.025,-68.39,-8.8079,-0.018494,-0.15856,0.16553
-29.94,78.599,-48.408,0.0069261,0.019701,-0.024869
5.571,-73.011,67.526,-0.028683,-0.083552,0.11195
-47.991,83.154,-35.114,-13.564,0.60589,13.1
-59.199,78.508,-19.407,-13.547,0.62422,13.039
57.528,-63.848,6.392,0.73398,-0.5405,-0.10709
61.305,15.924,-77.254,0.15394,-0.037434,-0.11475
-8.8079,77.025,-68.39,0.16553,-0.018494,-0.15856
74.997,-10.398,-64.624,0.10158,0.049708,-0.17506
-41.47,-41.987,83.76,0.073505,-0.27007,0.16536
5.9777,-76.676,70.439,0.18206,-0.1606,-0.028488
14.656,60.066,-74.847,-0.019451,0.047547,-0.058353
64.246,10.245,-74.554,0.076374,0.052848,-0.15109
-68.121,-9.2176,77.244,-0.14404,0.12818,-0.00059138
24.037,57.882,-81.694,-0.17722,0.1448,0.023773
-67.381,73.154,-5.7326,-0.23021,0.12735,0.068614
-14.746,75.087,-60.151,0.047547,-0.047547,-0.0064832
10.484,-78.673,67.911,0.15562,-0.14569,-0.012112
-31.82,-49.612,80.884,-12.316,11.854,0.6171
63.458,7.4158,-70.904,12.572,-12.018,-0.55416
78.344,-52.661,-25.393,0.076766,-0.042199,-0.034119
-38.264,-45.018,83.197,0.086609,-0.12006,0.015107
83.112,-45.443,-37.839,-0.0039169,-0.13661,0.12452
-17.042,77.976,-60.979,-0.077721,0.038179,0.0222
-48.39,78.991,-30.252,-0.031365,0.066839,-0.034833
5.1476,67.676,-72.792,-0.041115,0.13896,-0.098309
35.44,-82.107,47.022,12.359,-0.54604,-11.878
30.191,48.051,-78.423,0.014886,0.054536,-0.097963
-20.01,77.774,-57.344,0.006889,0.0020213,-0.0071047
31.5,-82.276,50.579,-0.038318,-0.12998,0.16799
71.483,-18.03,-51.69,10.062,-9.6396,-0.3942
-43.772,79.287,-35.187,-0.015366,0.0052847,0.011066
53.644,29.586,-83.465,-0.033251,0.18926,-0.15574
79.465,-39.551,-39.551,0.043225,-0.032418,-0.010806
19.069,59.546,-78.869,2.9019,-2.6611,-0.28988
68.123,-6.516,-60.472,11.03,-10.622,-0.41018
-78.796,30.379,48.074,-0.087166,0.039239,0.030345
83.28,-36.773,-46.188,0.16642,0.075643,-0.26367
81.63,-24.037,-57.822,-0.012967,0.14696,-0.15129
-39.424,59.826,-19.833,-0.60926,0.31896,0.20808
-79.288,57.56,21.612,-0.10788,0.12795,-0.028698
-20.079,-56.96,77.405,-0.022981,-0.037539,0.060123
24.801,52.411,-77.486,-0.014405,0.038039,-0.040407
-44,-34.945,79.354,-0.021174,-0.034342,0.057794
-7.2369,-66.312,73.307,-0.071365,0.03225,0.021744
-50.037,-31.858,81.876,0.093564,-0.11881,0.0074987
79.111,-48.721,-30.005,0.041073,-0.020228,-0.016191
15.215,-76.064,60.69,0.05187,-0.14048,0.07132
-78.086,52.761,25.072,-0.11768,0.044339,0.046045
25.191,-77.607,52.228,0.0068204,-0.08332,0.056056
-17.407,-57.59,74.606,-10.578,10.189,0.55636
74.852,-14.317,-60.371,-0.023773,0.034579,-0.021612
78.599,-29.94,-48.408,0.019701,0.0069261,-0.024869
80.916,-53.98,-26.731,0.13117,-0.21163,0.054113
29.984,50.794,-80.368,11.326,-11.08,-0.32298
48.074,30.379,-78.796,0.030345,0.039239,-0.087166
-5.1802,76.437,-70.914,-0.28483,0.19349,0.06522
-71.303,-4.1697,75.301,-0.14491,0.13888,-0.0050061
-22.365,79.491,-57.309,-0.10322,0.014405,0.071341
-76.039,60.999,14.926,-0.18587,0.088611,0.07132
71.354,-3.4334,-67.68,-0.042111,0.066131,-0.015324
-79.065,43.649,35.012,-0.076888,0.015584,0.040833
-50.718,-31.2,81.992,-13.539,12.998,0.6772
-80.906,54.507,26.588,0.031088,-0.19278,0.14738
-45.443,-37.839,83.112,-0.13661,0.12452,-0.0039169
-5.485,-62.686,67.579,-8.8428,8.6237,0.39763
-65.289,33.099,32.142,-8.0288,7.5357,0.46315
43.968,-79.073,34.733,0.022615,-0.10119,0.045674
-79.236,39.855,39.067,-0.12319,0.038902,0.060514
-76.039,60.999,14.926,-0.18587,0.088611,0.07132
-5.485,67.579,-62.686,-8.8428,0.39763,8.6237
19.051,61.419,-80.258,-0.18424,0.15131,0.021318
-17.407,-57.59,74.606,-10.578,10.189,0.55636
39.461,39.321,-79.156,0.012967,0.043225,-0.084288
-57.429,-21.73,79.368,-0.2499,0.072532,0.1487
83.631,-42.231,-41.156,0.14489,-0.22825,0.053457
-53.995,83.377,-29.102,0.049327,0.15635,-0.23299
34.449,44.367,-79.121,0.061922,0.046894,-0.13483
-81.694,57.882,24.037,0.023773,0.1448,-0.17722
3.4549,-65.045,60.812,-7.4582,7.3257,0.30624
-46.492,82.587,-36.18,0.069159,0.021612,-0.10806
-14.746,75.087,-60.151,0.047547,-0.047547,-0.0064832
77.865,-8.0102,-70.042,-0.022287,0.18751,-0.17021
-39.95,-39.231,79.595,0.0043228,-0.01729,0.015129
54.012,29.27,-83.483,-0.018631,0.15405,-0.136
14.988,-80.163,64.812,0.056383,0.12377,-0.14484
61.365,-62.893,1.1658,0.91194,-0.69517,-0.16067
-47.908,-34.695,82.627,-13.469,12.933,0.67028
-20.065,-61.327,81.68,-0.21515,0.034868,0.15732
-56.579,76.416,-19.647,-0.018215,-0.0090071,0.029992
34.733,43.968,-79.073,0.045674,0.022615,-0.10119
-35.316,-47.066,81.863,-12.643,12.162,0.64816
-50.037,81.876,-31.858,0.093564,0.0074987,-0.11881
-50.236,82.288,-31.832,-0.21709,0.13245,0.052652
62.286,-40.766,-21.761,6.3037,-5.8705,-0.32781
-31.858,81.876,-50.037,-0.11881,0.0074987,0.093564
7.7754,56.794,-65.487,-6.7188,0.27959,6.6128
-75.168,3.8389,71.534,0.027341,-0.20517,0.16044
70.689,5.6296,-76.516,-0.010005,0.14728,-0.14745
-60.902,-15.549,76.304,-13.425,12.906,0.62126
-42.231,83.631,-41.156,-0.22825,0.14489,0.053457
-13.97,-64.888,78.716,0.16324,-0.15411,-0.014038
-79.236,39.855,39.067,-0.12319,0.038902,0.060514
80.417,-19.424,-61.176,0.0044974,0.12195,-0.13477
82.551,-53.515,-29.201,0.0082288,-0.12721,0.10146
68.389,-21.682,-46.871,9.5916,-9.0616,-0.46833
79.368,-57.429,-21.73,0.1487,-0.2499,0.072532
64.216,11.849,-75.82,-0.15993,0.12535,0.021612
-77.607,52.228,25.191,-0.08332,0.056056,0.0068204
-77.396,61.063,16.334,-0.10153,0.1223,-0.022144
36.648,46.418,-83.23,-0.021612,0.13832,-0.12103
-15.519,76.244,-60.5,-0.036741,0.10158,-0.060514
58.286,-77.912,19.693,13.146,-0.57986,-12.587
15.924,-77.254,61.305,-0.037434,-0.11475,0.15394
37.059,-83.856,46.522,12.298,-0.37289,-12.029
-81.694,57.882,24.037,0.023773,0.1448,-0.17722
-10.281,78.638,-68.019,-0.23769,0.16914,0.048988
52.228,-77.607,25.191,0.056056,-0.08332,0.0068204
-78.044,17.111,61.1,0.0075095,0.099376,-0.11457
50.579,-82.276,31.5,0.16799,-0.12998,-0.038318
-64.066,74.747,-10.544,-0.069218,0.11355,-0.036312
-16.213,80.758,-64.403,0.074491,-0.15073,0.095218
-8.8079,-68.39,77.025,0.16553,-0.15856,-0.018494
75.481,-64.31,-11.111,0.13183,-0.23341,0.073482
-15.882,77.048,-61.176,0.04786,0.11221,-0.17649
75.752,-48.584,-26.423,2.0501,-1.7982,-0.26358
46.72,-78.781,32.059,0.019018,-0.091592,0.076746
10.484,67.911,-78.673,0.15562,-0.012112,-0.14569
-83.694,41.303,42.244,-0.12801,-0.024292,0.14474
-4.0137,71.586,-67.309,0.099758,-0.12363,0.020985
81.876,-31.858,-50.037,0.0074987,-0.11881,0.093564
-72.489,67.41,4.9775,-0.1669,0.085265,0.056459
79.368,-21.73,-57.429,0.1487,0.072532,-0.2499
-73.047,-1.0472,74.279,0.034579,-0.2118,0.15993
-75.246,64.724,10.527,-0.10374,0.14912,-0.041064
21.196,57.829,-79.147,-0.037188,0.16146,-0.11904
-44.126,74.575,-30.702,0.38052,-0.34626,0.011398
74.526,-16.691,-57.823,2.9323,-2.6618,-0.30605
-78.146,52.406,25.467,-0.10054,0.036605,0.040772
-39.551,-39.551,79.465,-0.010806,-0.032418,0.043225
76.626,-56.347,-20.069,-0.03261,-0.0098679,0.038924
72.891,-5.4777,-67.427,0.10201,0.056911,-0.17993
-25.393,78.344,-52.661,-0.034119,0.076766,-0.042199
61.1,-78.044,17.111,-0.11457,0.0075095,0.099376
-47.991,83.154,-35.114,-13.564,0.60589,13.1
54.567,-50.22,-5.0588,4.0388,-3.707,-0.21407
38.831,-60.229,20.715,-0.073666,0.25837,-0.035716
-64.066,-10.544,74.747,-0.069218,-0.036312,0.11355
82.551,-53.515,-29.201,0.0082288,-0.12721,0.10146
-72.489,4.9775,67.41,-0.1669,0.056459,0.085265
68.218,-13.157,-55.445,10.671,-10.113,-0.50438
-10.673,-66.909,77.799,0.053443,0.099037,-0.13713
-77.279,68.188,9.2495,0.038973,0.1663,-0.22319
79.512,-57.651,-21.992,0.032178,0.034422,-0.085606
61.515,16.219,-77.862,3.3881,-3.1303,-0.3321
29.967,58.338,-88.514,0.086732,0.02415,-0.10569
-2.0295,70.607,-68.788,-0.06395,0.022832,0.024908
29.39,53.5,-82.587,-0.24881,0.18051,0.049705
-31.82,-49.612,80.884,-12.316,11.854,0.6171
-27.074,80.793,-53.808,-0.10965,0.011559,0.081183
-65.558,32.772,32.577,-8.2361,7.7841,0.44445
-27.074,80.793,-53.808,-0.10965,0.011559,0.081183
65.871,-33.551,-32.213,7.7114,-7.233,-0.37295
-71.303,75.301,-4.1697,-0.14491,-0.0050061,0.13888
73.25,-66.579,-6.8472,0.040864,-0.0055744,-0.054447
29.586,-83.465,53.644,0.18926,-0.15574,-0.033251
-82.55,28.818,53.916,0.017118,-0.168,0.14503
-63.408,71.349,-8.042,-13.019,0.59584,12.499
-62.051,73.369,-11.392,-13.137,0.67417,12.549
-25.099,78.427,-52.987,-0.016687,0.052749,-0.029249
-8.8079,-68.39,77.025,0.16553,-0.15856,-0.018494
58.491,24.047,-82.652,0.025935,0.079966,-0.099417
-4.1697,-71.303,75.301,0.13888,-0.14491,-0.0050061
29.984,-80.368,50.794,11.326,-0.32298,-11.08
74.279,-1.0472,-73.047,0.15993,-0.2118,0.034579
-52.963,0.72466,52.765,-3.8386,0.2832,3.5001
-24.311,82.612,-58.017,-0.23341,0.16209,0.049708
-5.7326,-67.381,73.154,0.068614,-0.23021,0.12735
74.439,-52.564,-20.83,1.819,-1.5694,-0.2436
39.321,-79.156,39.461,0.043225,-0.084288,0.012967
81.63,-24.037,-57.822,-0.012967,0.14696,-0.15129
57.485,-47.33,-10.694,4.8123,-4.4376,-0.2506
40.526,-83.129,42.863,0.16845,0.041995,-0.22374
-75.168,71.534,3.8389,0.027341,0.16044,-0.20517
61.458,19.911,-81.648,-0.017756,0.15318,-0.14746
79.287,-35.187,-43.772,0.0052847,0.011066,-0.015366
-90.28,18.623,71.285,-0.18957,0.22405,-0.03504
-17.564,-47.946,66.72,4.4192,-0.0038896,-4.5215
-35.335,-25.693,61.785,0.65527,0.08831,-0.8343
29.27,54.012,-83.483,0.15405,-0.018631,-0.136
-77.447,52.709,24.465,-0.022416,0.025294,-0.020555
-4.8659,72.535,-67.492,-0.022502,0.091457,-0.063038
-67.95,55.674,12.392,-11.158,0.55417,10.629
-5.4777,72.891,-67.427,0.056911,0.10201,-0.17993
31.5,50.579,-82.276,-0.038318,0.16799,-0.12998
60.066,-74.847,14.656,0.047547,-0.058353,-0.019451
29.135,-82.562,53.663,-0.19536,0.030493,0.15396
82.427,-53.822,-28.827,-0.0060477,-0.14332,0.13755
29.27,54.012,-83.483,0.15405,-0.018631,-0.136
56.484,-77.163,20.425,0.043978,-0.11531,0.046307
-61.954,39.978,22.134,-6.8627,6.4161,0.42431
-13.742,78.001,-64.403,0.1759,-0.022042,-0.16171
-81.694,24.037,57.882,0.023773,-0.17722,0.1448
-73.306,5.6789,67.759,-0.046788,0.0071575,0.040953
-74.847,60.066,14.656,-0.058353,0.047547,-0.019451
-44.039,79.117,-34.79,-0.028937,0.028609,-0.0020275
19.8,57.155,-77.144,0.069399,0.080941,-0.17893
-78.756,48.423,30.026,-0.10676,0.036172,0.043059
62.763,-74.684,11.998,12.708,-0.44483,-12.283
14.237,60.206,-74.583,-0.036741,0.034579,-0.019451
-0.3042,74.104,-73.471,-0.28096,0.19883,0.066999
-66.312,-7.2369,73.307,0.03225,-0.071365,0.021744
-1.0472,-73.047,74.279,-0.2118,0.034579,0.15993
-18.487,-62.156,80.421,0.17216,-0.16029,-0.0166
11.983,64.196,-75.98,0.095094,-0.10806,3.18E-20
74.575,-20.517,-54.473,2.842,-2.5687,-0.31266
76.244,-60.5,-15.519,0.10158,-0.060514,-0.036741
84,-46.08,-37.654,0.17344,0.074847,-0.27717
-66.312,73.307,-7.2369,0.03225,0.021744,-0.071365
65.94,-64.132,-2.7036,11.416,-0.38463,-11.022
68.009,-29.873,-37.129,8.2536,-7.8602,-0.35161
-15.057,80.331,-64.922,-0.23893,0.16982,0.048719
67.988,-25.812,-42.184,9.0096,-8.4933,-0.44744
-79.156,39.461,39.321,-0.084288,0.012967,0.043225
43.877,34.686,-78.853,0.041257,0.0028561,-0.071591
-52.612,-24.928,77.786,-0.018328,0.019635,0.008711
14.639,-79.068,64.672,-0.26591,0.056876,0.18898
79.491,-57.309,-22.365,0.014405,0.071341,-0.10322
24.065,-65.122,39.894,-3.4839,3.5341,0.1208
61.245,16.971,-77.974,-0.17211,0.13413,0.030964
79.111,-30.005,-48.721,0.041073,-0.016191,-0.020228
76.677,-70.532,-5.8911,0.15762,0.032104,-0.21173
-28.827,-53.822,82.427,0.13755,-0.14332,-0.0060477
61.419,19.051,-80.258,0.15131,-0.18424,0.021318
67.662,10.819,-78.813,-0.026662,0.18906,-0.15943
79.132,-21.485,-57.503,0.12612,0.055404,-0.20292
50.207,32.831,-83.089,0.066715,0.017945,-0.082424
-46.373,-36.539,83.166,-0.22261,0.058353,0.13832
-64.45,75.261,-10.806,-0.19235,0.11455,0.056192
29.27,54.012,-83.483,0.15405,-0.018631,-0.136
50.277,-82.342,31.924,0.13632,-0.11752,-0.016657
77.244,-9.2176,-68.121,-0.00059138,0.12818,-0.14404
-15.519,-60.5,76.244,-0.036741,-0.060514,0.10158
57.528,-63.848,6.392,0.73398,-0.5405,-0.10709
19.8,-77.144,57.155,0.069399,-0.17893,0.080941
46.418,36.648,-83.23,0.13832,-0.021612,-0.12103
-44.126,74.575,-30.702,0.38052,-0.34626,0.011398
82.532,-46.098,-36.549,0.0043228,0.10158,-0.12535
56.023,23.675,-79.776,13.225,-12.684,-0.57088
70.468,-27.399,-42.766,8.8126,-8.441,-0.35055
60.69,15.215,-76.064,0.07132,0.05187,-0.14048
-42.161,-41.006,83.041,0.11116,-0.13219,0.0013975
-43.772,-35.187,79.287,-0.015366,0.011066,0.0052847
31.924,-82.342,50.277,-0.016657,-0.11752,0.13632
75.74,-33.72,-41.297,2.4191,-2.1402,-0.28987
-9.8119,-61.22,70.49,-9.4793,9.2226,0.44252
-33.638,83.825,-49.956,-0.23253,0.15565,0.051666
61.229,20.189,-81.72,-0.031572,0.1865,-0.15764
83.142,-45.856,-37.453,-0.0014899,-0.14539,0.14096
-83.239,45.27,38.17,0.022165,0.14594,-0.18277
80.198,-61.399,-19.034,-0.011043,-0.1488,0.15783
7.0165,71.967,-79.27,0.21409,-0.031632,-0.18205
-78.813,67.662,10.819,-0.15943,-0.026662,0.18906
-33.928,83.784,-49.666,-0.20868,0.14511,0.041986
-70.532,76.677,-5.8911,0.032104,0.15762,-0.21173
51.611,-52.694,0.27546,3.243,-2.9438,-0.16514
70.244,-70.121,-0.011258,0.12999,-0.090695,-0.041401
-64.646,-10.151,75.039,-0.025596,0.0065878,0.019323
-83.483,29.27,54.012,-0.136,0.15405,-0.018631
-64.31,-11.111,75.481,-0.23341,0.073482,0.13183
26.656,-78.562,52.444,10.901,-0.31662,-10.676
-26.328,80.685,-54.157,0.046353,0.12022,-0.18959
-55.619,49.83,6.0158,-4.6282,4.2563,0.32674
-83.145,40.857,42.471,0.021261,0.13855,-0.16807
-79.236,39.067,39.855,-0.12319,0.060514,0.038902
-22.365,-57.309,79.491,-0.10322,0.071341,0.014405
72.776,-15.435,-56.583,1.5486,-0.2153,-1.2916
33.636,49.526,-82.911,-0.19335,0.15122,0.026636
-81.992,31.647,50.388,0.011911,0.12641,-0.15468
-60.371,-14.317,74.852,-0.021612,0.034579,-0.023773
-64.001,-11.978,75.87,0.0064832,-0.066999,0.041064
26.82,-80.922,54.203,0.1212,0.0086971,-0.14101
46.148,-82.677,36.658,-0.13832,0.010806,0.12967
-4.8038,-67.799,72.867,0.0050525,-0.028045,0.025776
82.612,-24.311,-58.017,0.16209,-0.23341,0.049708
64.48,10.966,-75.401,0.12103,-0.023773,-0.090772
-82.899,49.791,33.317,0.012895,0.13959,-0.16293
48.051,-78.423,30.191,0.054536,-0.097963,0.014886
67.988,-25.812,-42.184,9.0096,-8.4933,-0.44744
-78.086,25.072,52.761,-0.11768,0.046045,0.044339
69.367,-70.498,1.4386,-0.1388,0.025655,0.10671
-64.888,78.716,-13.97,-0.15411,-0.014038,0.16324
74.575,-20.517,-54.473,2.842,-2.5687,-0.31266
64.545,-75.581,11.121,0.045386,-0.05187,0.010806
-24.012,-58.251,82.617,-0.28528,0.066999,0.18803
-58.226,-23.608,81.615,-0.15993,0.16425,-0.01729
79.595,-39.95,-39.231,0.015129,0.0043228,-0.01729
5.3635,67.117,-72.594,0.046166,0.074558,-0.14577
-76.073,19.151,56.719,-0.015345,-0.032116,0.024367
17.682,57.359,-74.628,10.284,-9.9069,-0.46817
28.818,53.916,-82.55,-0.168,0.14503,0.017118
-26.728,80.908,-54.224,-0.091296,0.029371,0.044074
3.7744,67.304,-71.246,-0.035617,0.047782,-0.032175
78.716,-64.888,-13.97,-0.014038,-0.15411,0.16324
53.12,-78.102,24.794,0.075356,-0.16844,0.069589
-14.389,-64.646,78.936,0.12433,-0.14016,0.0037579
-39.95,-39.231,79.595,0.0043228,-0.01729,0.015129
-29.94,78.599,-48.408,0.0069261,0.019701,-0.024869
-75.82,11.849,64.216,0.021612,0.12535,-0.15993
-73.102,9.2552,63.701,-0.044305,-0.026217,0.049604
54.293,-80.903,26.423,0.16484,-0.1247,-0.039895
-67.309,71.586,-4.0137,0.020985,-0.12363,0.099758
-75.168,3.8389,71.534,0.027341,-0.20517,0.16044
-82.677,36.658,46.148,0.010806,0.12967,-0.13832
-76.676,70.439,5.9777,-0.1606,-0.028488,0.18206
-66.794,29.288,37.413,-8.8901,8.4147,0.46962
-82.672,46.418,36.389,0.01729,-0.16425,0.13183
-83.913,38.286,45.441,-0.14689,0.18428,-0.035346
-80.258,61.419,19.051,0.021318,0.15131,-0.18424
66.648,-62.423,-4.7174,11.562,-0.52226,-11.018
2.6039,-64.429,60.974,-7.4342,7.2871,0.32734
38.17,-83.239,45.27,-0.18277,0.022165,0.14594
70.126,0.40225,-70.348,0.096939,-0.02345,-0.075526
-33.316,-49.704,82.764,0.13277,-0.1357,-0.00329
71.571,-3.8693,-67.482,-0.065792,0.065639,-0.0081927
36.389,-82.672,46.418,0.13183,0.01729,-0.16425
57.56,21.612,-79.288,0.12795,-0.028698,-0.10788
21.922,-79.482,57.854,0.14151,0.03175,-0.18273
83.112,-45.443,-37.839,-0.0039169,-0.13661,0.12452
83.377,-53.995,-29.102,0.15635,0.049327,-0.23299
29.586,53.644,-83.465,0.18926,-0.033251,-0.15574
-20.413,-56.651,77.356,-0.035117,-0.051928,0.089684
-66.424,37.138,29.298,-8.69,0.49935,8.175
-50.056,-4.5795,55.064,-3.0566,0.26374,2.7347
64.672,-79.068,14.639,0.18898,0.056876,-0.26591
-78.923,14.375,64.711,0.037397,-0.21563,0.16465
-67.599,12.866,55.088,-10.988,10.415,0.60361
-72.348,67.713,4.6099,-0.20985,0.1059,0.074585
80.916,-26.731,-53.98,0.13117,0.054113,-0.21163
31.958,-82.053,50.107,0.11892,0.0020565,-0.12813
-37.839,-45.443,83.112,0.12452,-0.13661,-0.0039169
-21.06,-55.871,76.318,-11.143,10.779,0.54225
9.6217,63.399,-73.332,0.18709,-0.029206,-0.16168
9.2495,68.188,-77.279,-0.22319,0.1663,0.038973
-56.579,76.416,-19.647,-0.018215,-0.0090071,0.029992
11.992,-65.93,52.79,-5.9506,5.887,0.24364
-70.611,1.5798,69.279,-0.0049966,0.074168,-0.083623
30.026,-78.756,48.423,0.043059,-0.10676,0.036172
-81.992,50.388,31.647,0.011911,-0.15468,0.12641
-79.065,43.649,35.012,-0.076888,0.015584,0.040833
-10.717,-56.323,67.834,5.9772,-0.071291,-6.0089
57.56,21.612,-79.288,0.12795,-0.028698,-0.10788
15.42,-65.506,48.872,-5.1688,5.1322,0.2039
-62.051,73.369,-11.392,-13.137,0.67417,12.549
-80.922,54.203,26.82,0.0086971,-0.14101,0.1212
-45.143,-10.862,56.681,-1.8772,0.17877,1.6277
60.934,-78.173,17.362,-0.090821,-0.0071258,0.093535
79.117,-44.039,-34.79,0.028609,-0.028937,-0.0020275
-76.676,70.439,5.9777,-0.1606,-0.028488,0.18206
-3.4334,71.354,-67.68,0.066131,-0.042111,-0.015324
-75.343,71.365,4.2193,0.039151,0.16688,-0.22538
67.676,-72.792,5.1476,0.13896,-0.098309,-0.041115
79.491,-22.365,-57.309,0.014405,-0.10322,0.071341
78.427,-25.099,-52.987,0.052749,-0.016687,-0.029249
-81.016,26.894,53.969,-0.11288,-0.023819,0.13449
49.99,33.751,-83.928,-0.021252,0.15308,-0.13522
-57.309,-22.365,79.491,0.071341,-0.10322,0.014405
-57.292,47.166,10.45,-5.1139,4.7077,0.35175
-60.902,-15.549,76.304,-13.425,12.906,0.62126
31.958,50.107,-82.053,0.11892,-0.12813,0.0020565
-68.334,51.438,17.008,-10.635,0.55673,10.123
81.575,-61.767,-19.413,0.1911,0.068325,-0.28968
78.599,-48.408,-29.94,0.019701,-0.024869,0.0069261
-70.042,77.865,-8.0102,-0.17021,-0.022287,0.18751
71.787,-4.3389,-67.624,3.2007,-2.9374,-0.32206
70.607,-68.788,-2.0295,0.022832,0.024908,-0.06395
-1.7096,-63.53,64.277,-8.1466,7.9388,0.38332
-79.482,57.854,21.922,0.03175,-0.18273,0.14151
78.561,-68.143,-10.026,0.19251,0.06661,-0.28477
-75.462,71.309,4.4618,0.060297,0.19538,-0.27565
-8.8953,-64.105,73.243,0.046801,-0.01638,-0.032326
77.405,-56.96,-20.079,0.060123,-0.037539,-0.022981
-83.483,54.012,29.27,-0.136,-0.018631,0.15405
-20.413,-56.651,77.356,-0.035117,-0.051928,0.089684
-67.063,8.7197,58.651,-11.451,10.887,0.61059
-77.396,61.063,16.334,-0.10153,0.1223,-0.022144
71.354,-3.4334,-67.68,-0.042111,0.066131,-0.015324
-53.822,-28.827,82.427,-0.14332,0.13755,-0.0060477
81.951,-50.431,-31.468,0.027153,0.057544,-0.099801
9.4843,68.122,-77.387,-0.27021,0.19339,0.055586
-10.806,75.261,-64.45,0.056192,0.11455,-0.19235
-41.006,-42.161,83.041,-0.13219,0.11116,0.0013975
-61.176,77.048,-15.882,-0.17649,0.11221,0.04786
-75.581,11.121,64.545,-0.05187,0.010806,0.045386
14.926,60.999,-76.039,0.07132,0.088611,-0.18587
-30.252,-48.39,78.991,-0.034833,-0.031365,0.066839
56.416,19.545,-76.164,0.03612,-0.024551,-0.027802
33.636,49.526,-82.911,-0.19335,0.15122,0.026636
81.63,-57.822,-24.037,-0.012967,-0.15129,0.14696
-52.987,78.427,-25.099,-0.029249,0.052749,-0.016687
4.4618,71.309,-75.462,-0.27565,0.19538,0.060297
-78.423,48.051,30.191,-0.097963,0.054536,0.014886
15.924,61.305,-77.254,-0.037434,0.15394,-0.11475
-8.8079,77.025,-68.39,0.16553,-0.018494,-0.15856
